,url
286,/boxscores/201912010LAL.html
287,/boxscores/201912010DET.html
288,/boxscores/201912010NOP.html
289,/boxscores/201912010ORL.html
290,/boxscores/201912010TOR.html
291,/boxscores/201912010LAC.html
292,/boxscores/201912020CHO.html
293,/boxscores/201912020PHI.html
294,/boxscores/201912020ATL.html
295,/boxscores/201912020MEM.html
296,/boxscores/201912020MIL.html
297,/boxscores/201912020SAC.html
298,/boxscores/201912030CLE.html
299,/boxscores/201912030WAS.html
300,/boxscores/201912030NOP.html
301,/boxscores/201912030TOR.html
302,/boxscores/201912030SAS.html
303,/boxscores/201912030DEN.html
304,/boxscores/201912030LAC.html
305,/boxscores/201912040CHO.html
306,/boxscores/201912040DET.html
307,/boxscores/201912040ORL.html
308,/boxscores/201912040ATL.html
309,/boxscores/201912040BOS.html
310,/boxscores/201912040CHI.html
311,/boxscores/201912040OKC.html
312,/boxscores/201912040DAL.html
313,/boxscores/201912040UTA.html
314,/boxscores/201912040POR.html
315,/boxscores/201912050WAS.html
316,/boxscores/201912050NYK.html
317,/boxscores/201912050TOR.html
318,/boxscores/201912050NOP.html
319,/boxscores/201912060CHO.html
320,/boxscores/201912060CLE.html
321,/boxscores/201912060DET.html
322,/boxscores/201912060BOS.html
323,/boxscores/201912060CHI.html
324,/boxscores/201912060MIA.html
325,/boxscores/201912060OKC.html
326,/boxscores/201912060MIL.html
327,/boxscores/201912060SAS.html
328,/boxscores/201912060POR.html
329,/boxscores/201912070DAL.html
330,/boxscores/201912070NYK.html
331,/boxscores/201912070PHI.html
332,/boxscores/201912070HOU.html
333,/boxscores/201912070UTA.html
334,/boxscores/201912080BRK.html
335,/boxscores/201912080CHO.html
336,/boxscores/201912080MIA.html
337,/boxscores/201912080PHI.html
338,/boxscores/201912080WAS.html
339,/boxscores/201912080DAL.html
340,/boxscores/201912080POR.html
341,/boxscores/201912080LAL.html
342,/boxscores/201912090IND.html
343,/boxscores/201912090BOS.html
344,/boxscores/201912090CHI.html
345,/boxscores/201912090HOU.html
346,/boxscores/201912090MIL.html
347,/boxscores/201912090NOP.html
348,/boxscores/201912090PHO.html
349,/boxscores/201912090UTA.html
350,/boxscores/201912090GSW.html
351,/boxscores/201912100CHO.html
352,/boxscores/201912100MIA.html
353,/boxscores/201912100PHI.html
354,/boxscores/201912100POR.html
355,/boxscores/201912110CLE.html
356,/boxscores/201912110IND.html
357,/boxscores/201912110ORL.html
358,/boxscores/201912110TOR.html
359,/boxscores/201912110BRK.html
360,/boxscores/201912110CHI.html
361,/boxscores/201912110MIN.html
362,/boxscores/201912110PHO.html
363,/boxscores/201912110MIL.html
364,/boxscores/201912110SAC.html
365,/boxscores/201912110GSW.html
366,/boxscores/201912120BOS.html
367,/boxscores/201912120SAS.html
368,/boxscores/201912120DET.html
369,/boxscores/201912120DEN.html
370,/boxscores/201912130MIA.html
371,/boxscores/201912130ORL.html
372,/boxscores/201912130PHI.html
373,/boxscores/201912130ATL.html
374,/boxscores/201912130CHI.html
375,/boxscores/201912130MEM.html
376,/boxscores/201912130UTA.html
377,/boxscores/201912130MIN.html
378,/boxscores/201912130SAC.html
379,/boxscores/201912140PHO.html
380,/boxscores/201912140TOR.html
381,/boxscores/201912140CHI.html
382,/boxscores/201912140MEM.html
383,/boxscores/201912140DAL.html
384,/boxscores/201912140MIL.html
385,/boxscores/201912140DEN.html
386,/boxscores/201912140HOU.html
387,/boxscores/201912150NOP.html
388,/boxscores/201912150IND.html
389,/boxscores/201912150ATL.html
390,/boxscores/201912150BRK.html
391,/boxscores/201912150DEN.html
392,/boxscores/201912150GSW.html
393,/boxscores/201912160DET.html
394,/boxscores/201912160TOR.html
395,/boxscores/201912160HOU.html
396,/boxscores/201912160MEM.html
397,/boxscores/201912160MIL.html
398,/boxscores/201912160OKC.html
399,/boxscores/201912160PHO.html
400,/boxscores/201912170CHO.html
401,/boxscores/201912170IND.html
402,/boxscores/201912170NYK.html
403,/boxscores/201912170NOP.html
404,/boxscores/201912170UTA.html
405,/boxscores/201912170LAC.html
406,/boxscores/201912180CLE.html
407,/boxscores/201912180DET.html
408,/boxscores/201912180PHI.html
409,/boxscores/201912180WAS.html
410,/boxscores/201912180MIN.html
411,/boxscores/201912180OKC.html
412,/boxscores/201912180DEN.html
413,/boxscores/201912180DAL.html
414,/boxscores/201912180POR.html
415,/boxscores/201912190ATL.html
416,/boxscores/201912190MIL.html
417,/boxscores/201912190SAS.html
418,/boxscores/201912190LAC.html
419,/boxscores/201912200CLE.html
420,/boxscores/201912200IND.html
421,/boxscores/201912200BOS.html
422,/boxscores/201912200TOR.html
423,/boxscores/201912200MIA.html
424,/boxscores/201912200OKC.html
425,/boxscores/201912200PHI.html
426,/boxscores/201912200DEN.html
427,/boxscores/201912200POR.html
428,/boxscores/201912200GSW.html
429,/boxscores/201912210CHO.html
430,/boxscores/201912210BRK.html
431,/boxscores/201912210DET.html
432,/boxscores/201912210PHI.html
433,/boxscores/201912210NYK.html
434,/boxscores/201912210MEM.html
435,/boxscores/201912210SAS.html
436,/boxscores/201912210PHO.html
437,/boxscores/201912210POR.html
438,/boxscores/201912220TOR.html
439,/boxscores/201912220BOS.html
440,/boxscores/201912220MIL.html
441,/boxscores/201912220OKC.html
442,/boxscores/201912220LAL.html
443,/boxscores/201912230CLE.html
444,/boxscores/201912230DET.html
445,/boxscores/201912230IND.html
446,/boxscores/201912230NYK.html
447,/boxscores/201912230ORL.html
448,/boxscores/201912230MIA.html
449,/boxscores/201912230MEM.html
450,/boxscores/201912230PHO.html
451,/boxscores/201912230POR.html
452,/boxscores/201912230SAC.html
453,/boxscores/201912230GSW.html
454,/boxscores/201912250TOR.html
455,/boxscores/201912250PHI.html
456,/boxscores/201912250GSW.html
457,/boxscores/201912250LAL.html
458,/boxscores/201912250DEN.html
459,/boxscores/201912260DET.html
460,/boxscores/201912260BRK.html
461,/boxscores/201912260DAL.html
462,/boxscores/201912260OKC.html
463,/boxscores/201912260SAC.html
464,/boxscores/201912260UTA.html
465,/boxscores/201912270BOS.html
466,/boxscores/201912270CHO.html
467,/boxscores/201912270ORL.html
468,/boxscores/201912270ATL.html
469,/boxscores/201912270MIA.html
470,/boxscores/201912270GSW.html
471,/boxscores/201912280DEN.html
472,/boxscores/201912280BOS.html
473,/boxscores/201912280NOP.html
474,/boxscores/201912280CHI.html
475,/boxscores/201912280HOU.html
476,/boxscores/201912280MIA.html
477,/boxscores/201912280MIN.html
478,/boxscores/201912280WAS.html
479,/boxscores/201912280GSW.html
480,/boxscores/201912280MIL.html
481,/boxscores/201912280SAS.html
482,/boxscores/201912280SAC.html
483,/boxscores/201912280POR.html
484,/boxscores/201912280LAC.html
485,/boxscores/201912290TOR.html
486,/boxscores/201912290DEN.html
487,/boxscores/201912290MEM.html
488,/boxscores/201912290NOP.html
489,/boxscores/201912290LAL.html
490,/boxscores/201912300ORL.html
491,/boxscores/201912300WAS.html
492,/boxscores/201912300CHI.html
493,/boxscores/201912300MIN.html
494,/boxscores/201912300UTA.html
495,/boxscores/201912300POR.html
496,/boxscores/201912310CHO.html
497,/boxscores/201912310IND.html
498,/boxscores/201912310SAC.html
499,/boxscores/201912310HOU.html
500,/boxscores/201912310SAS.html
501,/boxscores/201912310TOR.html
502,/boxscores/201912310OKC.html
503,/boxscores/202001010WAS.html
504,/boxscores/202001010NYK.html
505,/boxscores/202001010MIL.html
506,/boxscores/202001010LAL.html
507,/boxscores/202001020CLE.html
508,/boxscores/202001020IND.html
509,/boxscores/202001020MIA.html
510,/boxscores/202001020CHI.html
511,/boxscores/202001020MIN.html
512,/boxscores/202001020DAL.html
513,/boxscores/202001020SAS.html
514,/boxscores/202001020SAC.html
515,/boxscores/202001020LAC.html
516,/boxscores/202001030BOS.html
517,/boxscores/202001030ORL.html
518,/boxscores/202001030WAS.html
519,/boxscores/202001030HOU.html
520,/boxscores/202001030PHO.html
521,/boxscores/202001030LAL.html
522,/boxscores/202001040LAC.html
523,/boxscores/202001040BRK.html
524,/boxscores/202001040ORL.html
525,/boxscores/202001040ATL.html
526,/boxscores/202001040CLE.html
527,/boxscores/202001040CHI.html
528,/boxscores/202001040WAS.html
529,/boxscores/202001040DAL.html
530,/boxscores/202001040GSW.html
531,/boxscores/202001040MIL.html
532,/boxscores/202001040SAC.html
533,/boxscores/202001050LAC.html
534,/boxscores/202001050MIA.html
535,/boxscores/202001050CLE.html
536,/boxscores/202001050PHO.html
537,/boxscores/202001050LAL.html
538,/boxscores/202001060CHO.html
539,/boxscores/202001060ORL.html
540,/boxscores/202001060PHI.html
541,/boxscores/202001060WAS.html
542,/boxscores/202001060ATL.html
543,/boxscores/202001060NOP.html
544,/boxscores/202001060DAL.html
545,/boxscores/202001060SAS.html
546,/boxscores/202001060SAC.html
547,/boxscores/202001070CLE.html
548,/boxscores/202001070TOR.html
549,/boxscores/202001070BRK.html
550,/boxscores/202001070MEM.html
551,/boxscores/202001070PHO.html
552,/boxscores/202001070LAL.html
553,/boxscores/202001080BOS.html
554,/boxscores/202001080CHO.html
555,/boxscores/202001080IND.html
556,/boxscores/202001080ORL.html
557,/boxscores/202001080ATL.html
558,/boxscores/202001080DAL.html
559,/boxscores/202001080NOP.html
560,/boxscores/202001080UTA.html
561,/boxscores/202001080GSW.html
562,/boxscores/202001090DET.html
563,/boxscores/202001090PHI.html
564,/boxscores/202001090MIN.html
565,/boxscores/202001090OKC.html
566,/boxscores/202001100WAS.html
567,/boxscores/202001100NYK.html
568,/boxscores/202001100BRK.html
569,/boxscores/202001100CHI.html
570,/boxscores/202001100MEM.html
571,/boxscores/202001100PHO.html
572,/boxscores/202001100UTA.html
573,/boxscores/202001100DAL.html
574,/boxscores/202001100SAC.html
575,/boxscores/202001100LAC.html
576,/boxscores/202001110HOU.html
577,/boxscores/202001110BOS.html
578,/boxscores/202001110DET.html
579,/boxscores/202001110OKC.html
580,/boxscores/202001110DAL.html
581,/boxscores/202001110DEN.html
582,/boxscores/202001110POR.html
583,/boxscores/202001120NYK.html
584,/boxscores/202001120WAS.html
585,/boxscores/202001120BRK.html
586,/boxscores/202001120MEM.html
587,/boxscores/202001120TOR.html
588,/boxscores/202001120DEN.html
589,/boxscores/202001120PHO.html
590,/boxscores/202001130DET.html
591,/boxscores/202001130IND.html
592,/boxscores/202001130BOS.html
593,/boxscores/202001130MIN.html
594,/boxscores/202001130POR.html
595,/boxscores/202001130SAC.html
596,/boxscores/202001130LAL.html
597,/boxscores/202001140ATL.html
598,/boxscores/202001140BRK.html
599,/boxscores/202001140MEM.html
600,/boxscores/202001140MIL.html
601,/boxscores/202001140GSW.html
602,/boxscores/202001140LAC.html
603,/boxscores/202001150BOS.html
604,/boxscores/202001150PHI.html
605,/boxscores/202001150MIA.html
606,/boxscores/202001150CHI.html
607,/boxscores/202001150MIN.html
608,/boxscores/202001150OKC.html
609,/boxscores/202001150DEN.html
610,/boxscores/202001150HOU.html
611,/boxscores/202001150SAC.html
612,/boxscores/202001150LAL.html
613,/boxscores/202001160NYK.html
614,/boxscores/202001160MIL.html
615,/boxscores/202001160NOP.html
616,/boxscores/202001160GSW.html
617,/boxscores/202001160LAC.html
618,/boxscores/202001170IND.html
619,/boxscores/202001170PHI.html
620,/boxscores/202001170TOR.html
621,/boxscores/202001170MEM.html
622,/boxscores/202001170OKC.html
623,/boxscores/202001170SAS.html
624,/boxscores/202001170DAL.html
625,/boxscores/202001180NOP.html
626,/boxscores/202001180BRK.html
627,/boxscores/202001180BOS.html
628,/boxscores/202001180ATL.html
629,/boxscores/202001180NYK.html
630,/boxscores/202001180CHI.html
631,/boxscores/202001180MIN.html
632,/boxscores/202001180GSW.html
633,/boxscores/202001180HOU.html
634,/boxscores/202001180OKC.html
635,/boxscores/202001180UTA.html
636,/boxscores/202001190SAS.html
637,/boxscores/202001190DEN.html
638,/boxscores/202001200WAS.html
639,/boxscores/202001200ATL.html
640,/boxscores/202001200BRK.html
641,/boxscores/202001200CHO.html
642,/boxscores/202001200CLE.html
643,/boxscores/202001200HOU.html
644,/boxscores/202001200MEM.html
645,/boxscores/202001200MIA.html
646,/boxscores/202001200MIL.html
647,/boxscores/202001200BOS.html
648,/boxscores/202001200MIN.html
649,/boxscores/202001200PHO.html
650,/boxscores/202001200UTA.html
651,/boxscores/202001200POR.html
652,/boxscores/202001210DAL.html
653,/boxscores/202001220DET.html
654,/boxscores/202001220ORL.html
655,/boxscores/202001220TOR.html
656,/boxscores/202001220ATL.html
657,/boxscores/202001220BOS.html
658,/boxscores/202001220MIA.html
659,/boxscores/202001220NYK.html
660,/boxscores/202001220CHI.html
661,/boxscores/202001220HOU.html
662,/boxscores/202001220PHO.html
663,/boxscores/202001220NOP.html
664,/boxscores/202001220GSW.html
665,/boxscores/202001230CLE.html
666,/boxscores/202001230BRK.html
667,/boxscores/202001230POR.html
668,/boxscores/202001240CHO.html
669,/boxscores/202001240DET.html
670,/boxscores/202001240ORL.html
671,/boxscores/202001240NYK.html
672,/boxscores/202001240CHI.html
673,/boxscores/202001240MIA.html
674,/boxscores/202001240MIN.html
675,/boxscores/202001240NOP.html
676,/boxscores/202001240OKC.html
677,/boxscores/202001240SAS.html
678,/boxscores/202001240GSW.html
679,/boxscores/202001250UTA.html
680,/boxscores/202001250DET.html
681,/boxscores/202001250CLE.html
682,/boxscores/202001250MIN.html
683,/boxscores/202001250PHI.html
684,/boxscores/202001260DEN.html
685,/boxscores/202001260SAS.html
686,/boxscores/202001260ATL.html
687,/boxscores/202001260MEM.html
688,/boxscores/202001260NOP.html
689,/boxscores/202001260NYK.html
690,/boxscores/202001260ORL.html
691,/boxscores/202001260POR.html
692,/boxscores/202001270DET.html
693,/boxscores/202001270MIA.html
694,/boxscores/202001270CHI.html
695,/boxscores/202001270MIN.html
696,/boxscores/202001270OKC.html
697,/boxscores/202001270UTA.html
698,/boxscores/202001280CHO.html
699,/boxscores/202001280PHI.html
700,/boxscores/202001280CLE.html
701,/boxscores/202001280TOR.html
702,/boxscores/202001280MEM.html
703,/boxscores/202001280MIA.html
704,/boxscores/202001280MIL.html
705,/boxscores/202001280DAL.html
706,/boxscores/202001290IND.html
707,/boxscores/202001290BRK.html
708,/boxscores/202001290NYK.html
709,/boxscores/202001290SAS.html
710,/boxscores/202001290POR.html
711,/boxscores/202001290SAC.html
712,/boxscores/202001300CLE.html
713,/boxscores/202001300WAS.html
714,/boxscores/202001300ATL.html
715,/boxscores/202001300BOS.html
716,/boxscores/202001300DEN.html
717,/boxscores/202001300LAC.html
718,/boxscores/202001310DET.html
719,/boxscores/202001310BRK.html
720,/boxscores/202001310HOU.html
721,/boxscores/202001310NOP.html
722,/boxscores/202001310MIL.html
723,/boxscores/202001310PHO.html
724,/boxscores/202001310LAL.html
725,/boxscores/202002010LAC.html
726,/boxscores/202002010IND.html
727,/boxscores/202002010ORL.html
728,/boxscores/202002010CLE.html
729,/boxscores/202002010WAS.html
730,/boxscores/202002010BOS.html
731,/boxscores/202002010DAL.html
732,/boxscores/202002010SAS.html
733,/boxscores/202002010SAC.html
734,/boxscores/202002010POR.html
735,/boxscores/202002020DET.html
736,/boxscores/202002020HOU.html
737,/boxscores/202002020MIL.html
738,/boxscores/202002020TOR.html
739,/boxscores/202002030CHO.html
740,/boxscores/202002030CLE.html
741,/boxscores/202002030IND.html
742,/boxscores/202002030WAS.html
743,/boxscores/202002030ATL.html
744,/boxscores/202002030BRK.html
745,/boxscores/202002030MIA.html
746,/boxscores/202002030MEM.html
747,/boxscores/202002030SAC.html
748,/boxscores/202002030LAC.html
749,/boxscores/202002040NOP.html
750,/boxscores/202002040HOU.html
751,/boxscores/202002040DEN.html
752,/boxscores/202002040LAL.html
753,/boxscores/202002050DET.html
754,/boxscores/202002050BOS.html
755,/boxscores/202002050BRK.html
756,/boxscores/202002050TOR.html
757,/boxscores/202002050MIN.html
758,/boxscores/202002050OKC.html
759,/boxscores/202002050DAL.html
760,/boxscores/202002050UTA.html
761,/boxscores/202002050LAC.html
762,/boxscores/202002060NYK.html
763,/boxscores/202002060CHI.html
764,/boxscores/202002060MIL.html
765,/boxscores/202002060POR.html
766,/boxscores/202002060LAL.html
767,/boxscores/202002070PHI.html
768,/boxscores/202002070WAS.html
769,/boxscores/202002070BOS.html
770,/boxscores/202002070IND.html
771,/boxscores/202002070OKC.html
772,/boxscores/202002070PHO.html
773,/boxscores/202002070SAC.html
774,/boxscores/202002070UTA.html
775,/boxscores/202002080ORL.html
776,/boxscores/202002080CHO.html
777,/boxscores/202002080DET.html
778,/boxscores/202002080IND.html
779,/boxscores/202002080TOR.html
780,/boxscores/202002080MIN.html
781,/boxscores/202002080GSW.html
782,/boxscores/202002080PHO.html
783,/boxscores/202002080SAC.html
784,/boxscores/202002090OKC.html
785,/boxscores/202002090ATL.html
786,/boxscores/202002090PHI.html
787,/boxscores/202002090WAS.html
788,/boxscores/202002090HOU.html
789,/boxscores/202002090CLE.html
790,/boxscores/202002090POR.html
791,/boxscores/202002100DET.html
792,/boxscores/202002100IND.html
793,/boxscores/202002100ORL.html
794,/boxscores/202002100TOR.html
795,/boxscores/202002100MIL.html
796,/boxscores/202002100DAL.html
797,/boxscores/202002100DEN.html
798,/boxscores/202002100GSW.html
799,/boxscores/202002100LAL.html
800,/boxscores/202002110PHI.html
801,/boxscores/202002110WAS.html
802,/boxscores/202002110NOP.html
803,/boxscores/202002110OKC.html
804,/boxscores/202002110HOU.html
805,/boxscores/202002120CLE.html
806,/boxscores/202002120ORL.html
807,/boxscores/202002120BRK.html
808,/boxscores/202002120IND.html
809,/boxscores/202002120NYK.html
810,/boxscores/202002120MEM.html
811,/boxscores/202002120MIN.html
812,/boxscores/202002120DAL.html
813,/boxscores/202002120PHO.html
814,/boxscores/202002120UTA.html
815,/boxscores/202002120DEN.html
816,/boxscores/202002130BOS.html
817,/boxscores/202002130NOP.html
818,/boxscores/202002200DET.html
819,/boxscores/202002200ATL.html
820,/boxscores/202002200CHI.html
821,/boxscores/202002200PHI.html
822,/boxscores/202002200SAC.html
823,/boxscores/202002200GSW.html
824,/boxscores/202002210ORL.html
825,/boxscores/202002210WAS.html
826,/boxscores/202002210NYK.html
827,/boxscores/202002210TOR.html
