Starters,Adam Mokoka,Al-Farouq Aminu,Alex Caruso,Alfonzo McKinnie,Alize Johnson,Ayo Dosunmu,Chandler Hutchison,Coby White,Cristiano Felício,Daniel Gafford,Daniel Theis,DeMar DeRozan,Denzel Valentine,Derrick Jones Jr.,Devon Dotson,Ersan İlyasova,Garrett Temple,Javonte Green,Jordan Bell,Kris Dunn,Lauri Markkanen,Lonzo Ball,Luke Kornet,Mac McClung,Malcolm Hill,Marko Simonovic,Matt Thomas,Max Strus,Nikola Vučević,Otto Porter Jr.,Patrick Williams,Ryan Arcidiacono,Shaquille Harrison,Thaddeus Young,Tomáš Satoranský,Tony Bradley,Tristan Thompson,Troy Brown Jr.,Tyler Cook,Wendell Carter Jr.,Zach LaVine
Daniel Theis,-0.03567721159850053,0.3195411092077439,-0.12257613560004894,-0.05400050414534683,-0.041431802572063255,-0.17785058931401138,-0.10028123198595248,0.056840297350165304,-0.06860180417349604,-0.14641228252154664,1.0,-0.21319184186805032,0.06967326518587486,-0.13700642524706463,0.03426773929777465,,0.20803840080649819,-0.11810652699874297,,-0.13743368399451925,0.08379927912483567,-0.11773486325259516,-0.097719633735483,-0.02025288016009317,-0.05813489152121904,-0.036680903403644195,-0.0989399656453693,-0.020252880160093176,0.3276830372802587,-0.11379525781079496,0.18794729685454664,-0.07867897232509163,-0.09309777190838806,0.19333532503031545,0.14933426619443418,-0.11842828306059874,-0.08977133238946601,0.07464634977702891,-0.06829925147964638,-0.18973886471033385,-0.21980196250470813
DeMar DeRozan,-0.11713506855022185,-0.07419685117476611,0.44299027211684927,0.12875999449528394,0.11203786383199339,0.602498394259446,-0.2337285654754497,-0.20709025030136957,-0.19053622365929235,-0.3412476301302421,-0.21319184186805032,1.0,-0.43220128430089916,0.43880380284340803,-0.05659096481231042,,-0.3344591399166184,0.6218028923176707,,-0.3203209331587087,-0.5401759791345625,0.35515571803825646,-0.22775816929513015,0.04796879497762882,0.26509739734375054,0.05747385067951243,0.37497600121971186,-0.04720401348108553,0.5222470968879795,-0.26522612296737447,-0.22470973286968535,-0.400525838287595,-0.2169858531470404,-0.6973386721603924,-0.6084843372698332,0.33534437638703235,0.2768455130820026,0.2781515464146354,0.21901094651750758,-0.4422302337679596,-0.15717968313468264
Denzel Valentine,0.06568464218400276,0.061105590486068735,-0.2484971411981677,-0.10947457951491442,-0.08399420036733879,-0.36055438351511826,-0.06330651395082547,0.15862717776788032,-0.015810896371978828,0.2958572889004487,0.06967326518587486,-0.43220128430089916,1.0,-0.27775149569703367,0.024537087864998027,,0.3014380824023465,-0.3120021040677651,,0.046013915480224044,0.1807930342772976,-0.23868248737330408,-0.008890884475125472,-0.04105842296443085,-0.11785617384794406,-0.07436275901300383,-0.20057981509011916,0.08589522841025105,-0.33296902892520946,0.14242682876611296,0.24124332646611846,0.1614283540461946,0.15688019081332044,0.4584370681191983,0.27490157347382416,-0.24008824909923496,-0.18199235398577748,-0.21823958171127886,-0.13846225984840124,0.243858598911818,-0.06044602245238521
Derrick Jones Jr.,-0.07527613098379453,-0.04768214981854145,0.2405924050772996,-0.0023507699923972377,0.10722772465016947,0.4372558293473201,-0.15020422429548333,-0.24821583258776658,-0.12244693162223184,-0.2193006895503704,-0.13700642524706463,0.43880380284340803,-0.27775149569703367,1.0,0.09362355591059154,,-0.2149381080892613,0.23518646101823673,,-0.20585227651928983,-0.34714076888253775,0.44845012074608287,-0.14636738593053042,0.014222812248558472,-0.03824084616604251,-0.03595320476516104,0.029596796144292295,-0.030335368781890443,0.1292987981276555,-0.17044593578955353,-0.042147080468482534,-0.25739546523938067,-0.1394446232481082,-0.44814040641556113,-0.3910387148855649,0.4762562343844409,0.2848676916786965,0.24100848631902655,0.06029906700111842,-0.28419653835638553,0.0033543911700092844
Devon Dotson,0.02927433627258052,0.08428045825435142,-0.04530883749038586,0.38678968659786434,-0.0022284667479274987,-0.027794597277987613,-0.07011894008067085,0.02507408536230959,0.06708470302046984,-0.07834217227195484,0.03426773929777465,-0.05659096481231042,0.024537087864998027,0.09362355591059154,1.0,,0.0314754535927043,0.016278846197179443,,-0.09609678762649686,-0.039695135550218766,0.24735845380247676,-0.05855734905409535,0.10784358515164137,-0.04064925105570776,0.2343148159986105,0.038176858917704226,-0.014161278858296341,0.043744405822026614,-0.04976342510218435,0.005295203248694588,0.10670139204274225,-0.06509609984650633,-0.012183402735523086,-0.13353433725655867,0.14812613533765037,-0.06277017695255992,0.09045351982565264,0.18252706317691572,-0.09969858532585883,-0.13899771974360875
Ersan İlyasova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Temple,-0.03353863595056937,0.1028618677466983,-0.1922996139433374,-0.08471694795289045,-0.06499894616991954,-0.2790151565576505,-0.13929039586872788,0.22266990671755324,-0.05410444869682957,0.1027299287377261,0.20803840080649819,-0.3344591399166184,0.3014380824023465,-0.2149381080892613,0.0314754535927043,,1.0,-0.21361475446748154,,-0.21560839918456426,0.1435750204340712,-0.18470454008289564,-0.09031212867338753,-0.031773077336474956,-0.09120304814180948,-0.057545651354429087,-0.1552187716151495,-0.031773077336474935,-0.14614332524892812,0.19642922526426318,0.42476263799170855,0.022046793691466438,-0.14605343453951045,0.35429096547010674,0.009694079422667461,-0.18579238936715461,-0.14083485726781594,-0.18797561900808757,-0.10714907618730385,0.20591385684958827,0.009020494173551068
Javonte Green,-0.09100859397483403,-0.019437444529515426,0.31176105589322733,-0.02981743728691652,0.09481574575217967,0.5391194120626112,-0.18856294626524536,-0.14745070927705556,-0.12555583670217074,-0.27530506770748125,-0.11810652699874297,0.6218028923176707,-0.3120021040677651,0.23518646101823673,0.016278846197179443,,-0.21361475446748154,1.0,,-0.2584222377096784,-0.36802023616188706,0.16514522665268505,-0.18374626717494363,0.1933637576704226,0.12277925335920113,-0.04959864128296168,0.22529321921840062,-0.038082327846541225,0.4372844719654746,-0.2139739277118419,-0.08633637137093955,-0.2768418920356792,-0.17505558930742451,-0.4757393679674227,-0.4444126669047063,0.24222309710364145,0.29219344952589255,0.24887308846880543,0.2701505726652923,-0.3567738313766939,-0.15980944678649261
Jordan Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Dunn,-0.07551088191156564,-0.04783084806806281,-0.18417075341324438,-0.08113580579497055,-0.06225132043535094,-0.2672206695749177,0.37930726460314673,-0.05192287919113066,0.10996495035936076,0.1446642392151249,-0.13743368399451925,-0.3203209331587087,0.046013915480224044,-0.20585227651928983,-0.09609678762649686,,-0.21560839918456426,-0.2584222377096784,,1.0,0.45029068755831575,-0.17689673737949935,0.253796353206654,-0.030429970561667963,-0.08734772652643383,-0.055113090183966415,-0.14865738690803457,0.11576441883916025,-0.38315059357383735,-0.008279711249692128,-0.2961803522848552,0.2186910402788157,0.07193591924813765,0.19950459337132498,0.4107364184613758,-0.17793860126145739,-0.13488150723746703,-0.2392142883597044,-0.10261968645846341,0.2972527753264476,0.13481062265031638
Lauri Markkanen,-0.07139609795100374,-0.0386026274662233,-0.310577944662948,-0.1368240686176285,-0.1049780532199067,-0.45062988987081193,0.0497680626431746,0.009826511955225974,-0.02313277896187745,0.27478073540637343,0.08379927912483567,-0.5401759791345625,0.1807930342772976,-0.34714076888253775,-0.039695135550218766,,0.1435750204340712,-0.36802023616188706,,0.45029068755831575,1.0,-0.29831134474229326,0.027532532564051023,-0.051315844334908434,-0.14729959492911654,-0.09294043682903809,-0.2506896715640074,0.02092769070641513,-0.3608546918195512,0.2805633727254246,0.05824902277725275,0.2340148009476082,0.06036048423108193,0.37685497120211336,0.3770355143203131,-0.3000683009206233,-0.22745859760293807,-0.2975417055552146,-0.17305359679293011,0.3968992005413756,-0.04196135504877363
Lonzo Ball,-0.06468765951362832,-0.04097509571797262,0.5415186878156231,0.38287393215028465,0.2692216997728547,0.1786661954468161,-0.129076236939258,-0.3188800326933779,-0.10522333331627604,-0.1884534732502691,-0.11773486325259516,0.35515571803825646,-0.23868248737330408,0.44845012074608287,0.24735845380247676,,-0.18470454008289564,0.16514522665268505,,-0.17689673737949935,-0.29831134474229326,1.0,-0.12577909493000258,-0.026068343063563287,-0.07482789036219735,0.25905498168791924,0.04321254349502849,-0.026068343063563246,0.17549365612822515,-0.14647071409940068,-0.19307268969943414,-0.2211897715537678,-0.11983010008340769,-0.38510419764732146,-0.336034529333207,0.45399463776564725,-0.11554849836187464,0.16361420400778548,0.09101954389173629,-0.2442209591259069,0.027619033793404156
Luke Kornet,0.0025833294006048758,-0.0340092240753368,-0.13095114709322564,-0.057690087281906714,-0.04426262947834014,-0.19000222651713855,0.5079957850774324,-0.046382965926643226,0.5404642438326223,-0.026086706321110074,-0.097719633735483,-0.22775816929513015,-0.008890884475125472,-0.14636738593053042,-0.05855734905409535,,-0.09031212867338753,-0.18374626717494363,,0.253796353206654,0.027532532564051023,-0.12577909493000258,1.0,-0.0216366577060272,-0.06210695657500268,-0.03918712523941812,-0.10570003639942037,-0.021636657706027185,-0.27243201652850574,-0.008302565132293927,-0.1746968162306955,0.22860629653197825,0.20087023016699293,0.20097116793859657,0.3098927178609947,-0.12651989262957677,-0.09590495649858884,-0.17008881639043294,-0.07296579618116804,-0.03966064373110801,0.10197555932834772
Mac McClung,-0.011127642057524095,-0.0070485808553071416,-0.027140276600758646,-0.011956557546137395,-0.00917365012666765,0.137290980305062,-0.02220383568661394,0.03956621145659228,-0.018100633073552266,-0.03241797292703694,-0.02025288016009317,0.04796879497762882,-0.04105842296443085,0.014222812248558472,0.10784358515164137,,-0.031773077336474956,0.1933637576704226,,-0.030429970561667963,-0.051315844334908434,-0.026068343063563287,-0.0216366577060272,1.0,-0.012871975677134608,-0.00812172662702393,0.13048867774533987,-0.004484304932735422,0.047633302712963586,-0.02519605270406634,-0.043646542872550514,-0.038049306825165115,-0.02061330509514761,-0.066246045976769,-0.05780502787553663,-0.026221877071610878,-0.019876779276338817,0.05104762080877803,0.4904663445306506,-0.042011156942937035,0.018932452990250054
Malcolm Hill,-0.031941346553553185,-0.020232602976106122,-0.07790482260147463,0.10782730752375273,-0.026332509290124952,0.3150549456858863,-0.06373501293607298,-0.003967594151354738,-0.051956972631961196,-0.09305418906119851,-0.05813489152121904,0.26509739734375054,-0.11785617384794406,-0.03824084616604251,-0.04064925105570776,,-0.09120304814180948,0.12277925335920113,,-0.08734772652643383,-0.14729959492911654,-0.07482789036219735,-0.06210695657500268,-0.012871975677134608,1.0,-0.023313014874663644,0.4715943005914815,-0.012871975677134601,0.19173595304297694,-0.07232402399733923,-0.08408837660370247,-0.1092186546927347,-0.05916947348365117,-0.19015600083180653,-0.16592647556108905,0.17280531937324323,-0.02237311440853818,0.3492081081416483,0.035751606765194406,-0.12059094964532278,-0.1952659344512767
Marko Simonovic,-0.020153773695192383,-0.01276600223980723,-0.025531058292415233,0.5586919085090313,-0.01661481090566905,-0.035021250247013365,-0.04021436682452214,0.060439890009351675,-0.03278287177267945,-0.05871365080319142,-0.036680903403644195,0.05747385067951243,-0.07436275901300383,-0.03595320476516104,0.2343148159986105,,-0.057545651354429087,-0.04959864128296168,,-0.055113090183966415,-0.09294043682903809,0.25905498168791924,-0.03918712523941812,-0.00812172662702393,-0.023313014874663644,1.0,0.236333921190992,-0.008121726627023925,0.08072572267168997,-0.04563370582778059,-0.07905021954189434,-0.06891281324912951,-0.03733368523627695,-0.11998119744644055,-0.10469328939819111,0.14783604364518088,-0.03599973015431041,0.06946925055126081,0.09111259155678643,-0.07608829843054389,-0.11533330913570758
Matt Thomas,-0.054361084160996415,-0.03443393444093177,-0.004187679141201558,0.29282742198338774,-0.004732059320341314,0.38236877970616806,-0.10847083094668854,0.0327706550922313,-0.08842574489654502,-0.15836923451576823,-0.0989399656453693,0.37497600121971186,-0.20057981509011916,0.029596796144292295,0.038176858917704226,,-0.1552187716151495,0.22529321921840062,,-0.14865738690803457,-0.2506896715640074,0.04321254349502849,-0.10570003639942037,0.13048867774533987,0.4715943005914815,0.236333921190992,1.0,-0.021906858307611767,0.308111064941573,-0.1230884974992993,-0.213223374562713,-0.1858795924507475,-0.1007007241355265,-0.32362713161153317,-0.28239082179553543,0.27471131377819197,-0.00031506368121257607,0.3888190073892286,0.2881730344823591,-0.2052341391347711,-0.23768527075962897
Max Strus,-0.011127642057524144,-0.007048580855307137,-0.027140276600758625,-0.011956557546137394,-0.009173650126667645,-0.03937890653805428,-0.02220383568661389,-0.0009403304368111416,-0.0181006330735523,0.08630070721993192,-0.020252880160093176,-0.04720401348108553,0.08589522841025105,-0.030335368781890443,-0.014161278858296341,,-0.031773077336474935,-0.038082327846541225,,0.11576441883916025,0.02092769070641513,-0.026068343063563246,-0.021636657706027185,-0.004484304932735422,-0.012871975677134601,-0.008121726627023925,-0.021906858307611767,1.0,-0.056462890532927495,-0.025196052704066333,-0.043646542872550584,0.17663695838483442,0.20031398396289343,0.05390872567340304,0.013404832312108747,-0.026221877071610857,-0.019876779276338814,-0.035251753237759906,-0.015122524198598043,0.025853019657192007,-0.03635919589913727
Nikola Vučević,-0.13392766483248536,0.05555514961704195,0.2576509200610056,0.16405152671743564,0.01758756006024919,0.43153267800016926,-0.2795734818639199,-0.09600485553867673,-0.2045391353232712,-0.4081819778393486,0.3276830372802587,0.5222470968879795,-0.33296902892520946,0.1292987981276555,0.043744405822026614,,-0.14614332524892812,0.4372844719654746,,-0.38315059357383735,-0.3608546918195512,0.17549365612822515,-0.27243201652850574,0.047633302712963586,0.19173595304297694,0.08072572267168997,0.308111064941573,-0.056462890532927495,1.0,-0.31724915834922024,-0.02127761330267445,-0.40372140390364175,-0.259546753971342,-0.4369577764737856,-0.43472827342821535,0.1281189017023087,0.12806487906838618,0.44236553262056366,0.15834259953701246,-0.5289719123056447,-0.3086847147310552
Otto Porter Jr.,0.06271589625776999,-0.03960400048237975,-0.1524936082387506,-0.06718054606244464,-0.051544169173880744,-0.22125904001717403,-0.016345722661042207,0.1245665879794509,-0.10170238459229625,0.23596528437376557,-0.11379525781079496,-0.26522612296737447,0.14242682876611296,-0.17044593578955353,-0.04976342510218435,,0.19642922526426318,-0.2139739277118419,,-0.008279711249692128,0.2805633727254246,-0.14647071409940068,-0.008302565132293927,-0.02519605270406634,-0.07232402399733923,-0.04563370582778059,-0.1230884974992993,-0.025196052704066333,-0.31724915834922024,1.0,0.09712133572218366,0.076996495862555,0.06738051586353738,0.1619770716238979,0.04487497722478736,-0.14733337866317595,-0.11168205234612107,-0.19806972224512281,-0.08496922542998611,0.41635309782924157,-0.05698734156666961
Patrick Williams,-0.02257366257696029,0.023958592384519542,-0.13243388993411573,-0.1163753155446696,-0.006900055610808715,-0.07699689757087773,-0.188075223147445,0.004398773424879149,-0.04505319806697471,-0.028984736990576833,0.18794729685454664,-0.22470973286968535,0.24124332646611846,-0.042147080468482534,0.005295203248694588,,0.42476263799170855,-0.08633637137093955,,-0.2961803522848552,0.05824902277725275,-0.19307268969943414,-0.1746968162306955,-0.043646542872550514,-0.08408837660370247,-0.07905021954189434,-0.213223374562713,-0.043646542872550584,-0.02127761330267445,0.09712133572218366,1.0,-0.05389107889721866,-0.20063298952141237,0.21221035576975691,-0.019020161357378367,-0.06807525484377609,0.09114524574739503,0.04368990608543378,-0.08759350761572662,0.023962367640954822,-0.10914099599740837
Ryan Arcidiacono,0.2852982904876532,-0.05230826361684962,-0.23028512270957152,-0.10145133604199665,-0.07783837932791313,-0.334129841699222,0.32469819475677425,0.08309689483020818,0.26062004466466016,0.22183111354146012,-0.07867897232509163,-0.400525838287595,0.1614283540461946,-0.25739546523938067,0.10670139204274225,,0.022046793691466438,-0.2768418920356792,,0.2186910402788157,0.2340148009476082,-0.2211897715537678,0.22860629653197825,-0.038049306825165115,-0.1092186546927347,-0.06891281324912951,-0.1858795924507475,0.17663695838483442,-0.40372140390364175,0.076996495862555,-0.05389107889721866,1.0,0.2986958825907379,0.4028443973288871,0.3460914308631931,-0.22249250690917502,-0.16865438116407444,-0.2589940051094644,-0.12831454859436744,0.2329002533336678,-0.055616001260486825
Shaquille Harrison,0.25445406930519854,-0.03240068412779254,-0.12475752883220376,-0.054961509594726975,-0.04216913250406218,-0.18101565949643436,0.13944709270991537,0.2004074797284227,0.22768441609691412,0.18346354711848978,-0.09309777190838806,-0.2169858531470404,0.15688019081332044,-0.1394446232481082,-0.06509609984650633,,-0.14605343453951045,-0.17505558930742451,,0.07193591924813765,0.06036048423108193,-0.11983010008340769,0.20087023016699293,-0.02061330509514761,-0.05916947348365117,-0.03733368523627695,-0.1007007241355265,0.20031398396289343,-0.259546753971342,0.06738051586353738,-0.20063298952141237,0.2986958825907379,1.0,0.19781485113066893,0.25739349534393785,-0.1205358601505392,-0.09136892376365376,-0.1620440972522231,-0.06951472074052338,0.08127625168860692,-0.10997851890141971
Thaddeus Young,0.10416805633224072,0.04626338912125303,-0.40093973056808707,-0.17663264938634257,-0.13552112471872207,-0.5817393982267683,0.19974896849465024,0.20002978160467022,0.22241971323276666,0.2528361583380124,0.19333532503031545,-0.6973386721603924,0.4584370681191983,-0.44814040641556113,-0.012183402735523086,,0.35429096547010674,-0.4757393679674227,,0.19950459337132498,0.37685497120211336,-0.38510419764732146,0.20097116793859657,-0.066246045976769,-0.19015600083180653,-0.11998119744644055,-0.32362713161153317,0.05390872567340304,-0.4369577764737856,0.1619770716238979,0.21221035576975691,0.4028443973288871,0.19781485113066893,1.0,0.5360270775811041,-0.38737233532053583,-0.29363704153972625,-0.34893473278237996,-0.22340305763596385,0.28552435525634845,0.02058722984725307
Tomáš Satoranský,0.05018214796223343,0.11849076046136402,-0.3498523113368277,-0.15412625872173435,-0.11825313158821493,-0.507614630201305,0.3151724259002635,0.06675160392578586,0.1301416905401278,0.2025763847534167,0.14933426619443418,-0.6084843372698332,0.27490157347382416,-0.3910387148855649,-0.13353433725655867,,0.009694079422667461,-0.4444126669047063,,0.4107364184613758,0.3770355143203131,-0.336034529333207,0.3098927178609947,-0.05780502787553663,-0.16592647556108905,-0.10469328939819111,-0.28239082179553543,0.013404832312108747,-0.43472827342821535,0.04487497722478736,-0.019020161357378367,0.3460914308631931,0.25739349534393785,0.5360270775811041,1.0,-0.3380136627213597,-0.25622204497225803,-0.31803457912311145,-0.19493721902520164,0.28341133974989285,0.1167885122278644
Tony Bradley,-0.06506864865483031,-0.041216425619929734,0.21979403757923036,0.3612368983127999,0.06790610558917931,0.4355574381128928,-0.12983645372605826,-0.15610390890851433,-0.10584306430818394,-0.18956340252379655,-0.11842828306059874,0.33534437638703235,-0.24008824909923496,0.4762562343844409,0.14812613533765037,,-0.18579238936715461,0.24222309710364145,,-0.17793860126145739,-0.3000683009206233,0.45399463776564725,-0.12651989262957677,-0.026221877071610878,0.17280531937324323,0.14783604364518088,0.27471131377819197,-0.026221877071610857,0.1281189017023087,-0.14733337866317595,-0.06807525484377609,-0.22249250690917502,-0.1205358601505392,-0.38737233532053583,-0.3380136627213597,1.0,0.13309533808977284,0.299958348617615,0.1832885851336582,-0.2456593406376277,-0.11168994560054195
