Starters,Alex Len,Allen Crabbe,Bogdan Bogdanović,Brandon Goodwin,Bruno Fernando,Cam Reddish,Cameron Oliver,Cat Barber,Chandler Parsons,Charlie Brown Jr.,Chaundee Brown Jr.,Chris Clemons,Clint Capela,Damian Jones,Danilo Gallinari,De'Andre Hunter,DeAndre' Bembry,Delon Wright,Dewayne Dedmon,Evan Turner,Gorgui Dieng,Jabari Parker,Jalen Johnson,Jeff Teague,John Collins,Justin Tillman,Kevin Huerter,Kevin Knox,Kris Dunn,Lance Stephenson,Lou Williams,Malcolm Hill,Malik Ellison,Nathan Knight,Onyeka Okongwu,Paul Watson,Rajon Rondo,Sharife Cooper,Skylar Mays,Solomon Hill,Timothé Luwawu-Cabarrot,Tony Snell,Trae Young,Treveon Graham,Tyrone Wallace,Vince Carter,Wes Iwundu
De'Andre Hunter,-0.0036044148936231414,-0.0490985732198486,-0.05256065147157666,-0.039770499747138637,0.09915548445020621,-0.04374891883916415,-0.023328746850389156,,-0.02574971775677728,-0.04018729186206127,-0.025707069377782846,,-0.05017263594809487,-0.03964288828728009,-0.04849093811530421,1.0,0.05635663050848101,-0.03768652112605372,0.1027083886918348,-0.03592628041301191,-0.04009499925554301,0.18121971725846917,-0.03504491855812009,0.01929452030118387,0.05317648823580196,,0.02222956608205731,-0.036175400912595856,-0.02343085112119331,-0.04035984296394094,-0.04543106125951311,-0.020768999465579027,,-0.034840342546092924,-0.045834780108362776,,0.15288760914219282,-0.02831527061926017,-0.039228069114979947,0.08398638798382979,-0.03304457242435626,-0.03279684367557833,0.31452628374646924,0.2739635535783594,0.05629339924174382,0.034683938551795704,-0.025158023481815436
DeAndre' Bembry,0.16232696123066964,0.20274899430705984,-0.04248054258088909,-0.03214329276122428,0.014267745762176298,-0.012957974608013685,-0.018854747728396286,,0.5460521140306841,-0.032480152269043064,-0.02077695433290672,,-0.04055050190808746,-0.03204015469305817,-0.03919132095439089,0.05635663050848101,1.0,-0.030458980636620295,-0.03861190635026631,-0.022046094660548684,-0.03240555958627885,0.09102904390217575,-0.02832398597374831,-0.03849282246232252,-0.0418165746197362,,-0.04193740594255496,-0.029237663838304874,-0.018937270389401205,-0.03261961143146882,-0.0367182688626564,-0.016785910019344125,,-0.028158643654986354,-0.03704456230212293,,-0.029632697320460824,-0.02288495339296444,-0.03170488975590657,-0.026392076878226565,-0.026707267254844624,-0.026507048053477554,0.2204831307309816,-0.01698976475246929,0.576541593007748,0.2181729897190365,-0.020333204742490806
Delon Wright,-0.03070777478968471,-0.03713832144032971,-0.03975704875830134,-0.03008253614291767,-0.030044291252400837,0.2888459164412185,-0.017645940452289614,,-0.019477170767609315,-0.030397799062442447,-0.01944491139418691,,-0.03795074600244625,-0.02998601041711955,-0.03667870425899219,-0.03768652112605372,-0.030458980636620295,1.0,-0.036136436828589524,-0.027174756059804985,-0.03032798863287877,-0.037773086078162064,-0.026508091068835563,-0.03602498759438319,0.08655884679840792,,-0.03924873345673585,-0.027363191620844447,-0.017723172456824175,0.43511524942141117,-0.02496774152769883,-0.01570973915459712,,-0.026353349103939244,-0.034669577651251594,,-0.02773289889050402,-0.02141776334760973,-0.02967223983785015,-0.024700039677754294,-0.024995022707867205,-0.02480763987169128,-0.03836523829227277,-0.015900524442921414,-0.026478775968239353,-0.025724167453507817,0.00556832375579158
Dewayne Dedmon,-0.03892729499223123,-0.04707909980861439,-0.05039877932004361,0.10263412904800179,0.056998715022038016,0.21601666363878017,-0.022369212165525246,,-0.02469060611775369,-0.03853434836365169,-0.024649711909232232,,-0.04810898526286978,-0.03801233665226172,-0.04649645734350704,0.1027083886918348,-0.03861190635026631,-0.036136436828589524,1.0,-0.0344485965761771,-0.03844585184432472,-0.04788377127949664,-0.03360348601566929,0.15397855102856486,0.31933855785096943,,0.13553926278021047,-0.03468747050051224,-0.022467116785574986,-0.03869980226617339,-0.04356243628243027,-0.019914749750197927,,-0.03340732441957673,-0.04394954977133972,,-0.03515613695535559,-0.027150635225652,-0.0376145794073048,-0.03131147526777957,-0.031685416118575595,-0.03144787670094407,0.26251665502574223,0.14968143597712374,-0.03356632417061697,0.15514783735185597,-0.024123248819968565
Evan Turner,-0.02927349341330285,-0.01779857424584282,-0.037900099011715004,-0.028677458059610486,-0.028640999489808302,0.015086417576060638,-0.016821743846289938,,-0.018567442091796067,-0.02897799585700457,-0.018536689470941444,,-0.036178164023325195,0.025607790719190695,-0.03496553608615019,-0.03592628041301191,-0.022046094660548684,-0.027174756059804985,-0.0344485965761771,1.0,-0.028911446093499823,-0.03600880213829884,-0.025269966144321823,0.03359577996172747,-0.037307723068766944,,-0.037415525813749004,-0.02608512714339728,-0.016895368542039543,-0.02910241790396796,-0.03275913961747529,-0.01497597754368341,,-0.025122451779598966,-0.03305025062763035,,-0.02643756633501415,-0.02041739457118024,-0.02828632564229408,-0.023546364194970876,-0.023827569324557374,-0.023648938659908747,-0.03657329644171767,-0.015157851740669893,-0.02524202027686338,-0.024522657589827,-0.018140786961430247
Gorgui Dieng,-0.0326702537284772,-0.03951176510884444,-0.04229785060379757,-0.032005057198587636,-0.03196436814555269,-0.03520666470691143,-0.018773660931223103,,-0.02072192189921974,-0.03234046800717265,-0.020687600886966345,,-0.040376110270985914,-0.031902362686375384,-0.03902277461587947,-0.04009499925554301,-0.03240555958627885,-0.03032798863287877,-0.03844585184432472,-0.028911446093499823,1.0,-0.04018709641884262,-0.02820217573587756,-0.038327280088985796,-0.0416367381056915,,-0.04175704978088054,0.30639342627263244,-0.018855828694969712,-0.032479327411013455,-0.036560358141033124,-0.016713720473203672,,-0.028037544488897576,-0.036885248321738194,,-0.029505258833776707,-0.0227865342785417,-0.03156853959084109,-0.026278575015691415,0.13840140598416711,-0.026393051745484796,-0.040817092021369177,-0.01691669850791653,-0.028170987159658226,-0.02736815296503497,-0.020245759687665073
Jabari Parker,0.17135059795462676,0.06328320502749166,-0.052681381911571436,-0.03986185154356528,0.18048172312082794,-0.04384940896006011,-0.023382332370981442,,-0.02580886418414218,0.13113915874066467,-0.025766117842938082,,-0.05028788117896846,-0.039733946963525224,-0.04860232053029551,0.18121971725846917,0.09102904390217575,-0.037773086078162064,-0.04788377127949664,-0.03600880213829884,-0.04018709641884262,1.0,-0.03512541581830702,-0.04773609181499044,-0.05185797553271128,,-0.052007822043079556,-0.03625849486114644,-0.02348467117262176,-0.04045254846630312,-0.04553541521749742,-0.02081670531346197,,-0.034920369900537575,-0.045940061397970355,,-0.036748387609142494,-0.02838031005436462,-0.039318174962449465,-0.03272959799922371,-0.03312047494185815,-0.0328721771666316,0.11278306097550883,-0.02106951161954429,0.23601683053607014,-0.03408665211077805,-0.025215810802925807
Jalen Johnson,-0.028555341125971443,-0.034535144432895695,-0.03697031443113667,-0.027973928015908825,-0.0279383638663567,-0.030772283832532558,-0.016409064237144715,,-0.018111936121946327,-0.028267092866604025,-0.018081937940088624,,-0.035290622831094354,-0.027884168173443028,-0.03410774370163663,-0.03504491855812009,-0.02832398597374831,-0.026508091068835563,-0.03360348601566929,-0.025269966144321823,-0.02820217573587756,-0.03512541581830702,1.0,-0.03349984871460187,-0.036392470957285504,,-0.03649762903028404,-0.02544519348536488,-0.016480882734265755,-0.028388462528381925,-0.031955475677707554,-0.01460857921591385,,-0.024506134965129007,-0.03223944500392146,,-0.025788986458779112,-0.01991650462252865,-0.02759239105876451,-0.022968712765870397,0.01948657167569464,-0.023068770821660343,-0.03567606165924601,-0.014785991582235718,-0.024622770146967517,-0.0239210552326729,-0.01769574791308683
Jeff Teague,-0.03880723840676355,-0.04693390205030521,-0.050243343260124494,-0.038017087202634,0.2290964967369783,0.05107092874888632,-0.022300222752499495,,-0.024614457239075755,0.007182028947769719,-0.024573689153344,,-0.047960611210623824,-0.03789510191131637,-0.04635305652651948,0.01929452030118387,-0.03849282246232252,-0.03602498759438319,0.15397855102856486,0.03359577996172747,-0.038327280088985796,-0.04773609181499044,-0.03349984871460187,1.0,0.048766558254062,,0.19814765376624496,-0.03458049005741615,-0.022397825422609326,-0.0385804472963694,-0.043428084348761026,-0.01985333020239917,,-0.033304292105098526,-0.04381400393186025,,-0.03504771108703017,-0.02706689931337966,-0.037498571398827896,-0.031214906810933158,-0.03158769438196183,-0.03135088756523156,0.06625483022364492,0.009719591761386174,-0.03346280148126928,0.1282698295130143,-0.024048849741268398
John Collins,-0.04215813953914997,-0.050986518829660196,-0.05458172142711833,-0.04129976089412593,0.06342551788878154,0.25872266101067126,-0.024225787279677908,,-0.026739849717946886,-0.04173257956118583,-0.026695561417166336,,0.11434224190319013,-0.0411672424995113,-0.05035551885007437,0.05317648823580196,-0.0418165746197362,0.08655884679840792,0.31933855785096943,-0.037307723068766944,-0.0416367381056915,-0.05185797553271128,-0.036392470957285504,0.048766558254062,1.0,,0.11439770376872317,-0.03756642278669988,-0.024331817679026427,0.03423167737741569,-0.047177983156202884,-0.021567612109283478,,-0.0361800285581426,-0.04759722586202634,,-0.03807398710126498,-0.029404053599101372,-0.040736472638955926,-0.033910230438029015,-0.03431520721769979,-0.034057952766380815,0.40125075780457503,-0.021829537724613098,-0.036352224794546424,0.06550815658339403,-0.026125403527083816
Justin Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Huerter,0.13818571853653186,-0.05113384721731832,0.030325263939431187,-0.04141909885488226,0.18971681026402915,0.08625374725173648,-0.02429578904213568,,-0.02681711600392978,-0.041853168175601814,-0.026772699729635894,,0.2438884272414099,0.09363527121863398,-0.0505010239281256,0.02222956608205731,-0.04193740594255496,-0.03924873345673585,0.13553926278021047,-0.037415525813749004,-0.04175704978088054,-0.052007822043079556,-0.03649762903028404,0.19814765376624496,0.11439770376872317,,1.0,-0.03767497305893434,-0.024402125822232244,-0.042032872006122136,-0.0473143065677812,-0.02162993292644518,,-0.03628457276698932,0.13359286312196578,,-0.038184004008873146,-0.029489018250676048,-0.04085418294690664,-0.03400821593871085,-0.03441436292135601,0.08490655918522352,0.12555049975971758,-0.021892615390437544,-0.03645726657401479,0.03580964713357054,-0.026200894336554856
Kevin Knox,-0.029476482067286813,-0.03564918244459525,-0.03816290639092413,-0.028876313677182755,-0.02883960229587278,-0.03176493912496546,-0.016938389410002128,,-0.01869619269989487,-0.029178935467836693,-0.018665226833800706,,-0.03642903113764662,-0.028783658353083,-0.035207994579427505,-0.036175400912595856,-0.029237663838304874,-0.027363191620844447,-0.03468747050051224,-0.02608512714339728,0.30639342627263244,-0.03625849486114644,-0.02544519348536488,-0.03458049005741615,-0.03756642278669988,,-0.03767497305893434,1.0,-0.017012524635112884,-0.029304220283841047,-0.03298629848651553,-0.015079824169733986,,-0.025296656224538826,-0.03327942812257475,,-0.026620890065092655,-0.020558973144784252,-0.02848246906416768,-0.023709639712063045,0.007347075912899595,-0.023812925450243126,-0.03682690348859938,-0.015262959521237287,-0.02541705383529439,-0.02469270293378336,-0.018266579051753024
Kris Dunn,-0.019091953246457093,-0.0230900187801576,-0.024718160834160466,-0.01870322345103199,-0.01867944544475627,-0.02057418966300066,-0.010971015399593493,,-0.01210954672604188,-0.018899231952498884,-0.012089490096951741,,-0.02359512772609833,-0.018643210485044078,-0.022804260863881893,-0.02343085112119331,-0.018937270389401205,-0.017723172456824175,-0.022467116785574986,-0.016895368542039543,-0.018855828694969712,-0.02348467117262176,-0.016480882734265755,-0.022397825422609326,-0.024331817679026427,,-0.024402125822232244,-0.017012524635112884,1.0,-0.018980379080035532,0.14858571080068128,-0.009767220435469539,,0.13852497929155008,-0.021555126026730452,,-0.017242382837329037,-0.013316071883320147,0.19701024194618857,-0.015356762446744594,-0.015540162327002475,0.08665293036650638,-0.02385283013119225,-0.009885837425132462,-0.01646265664872777,-0.01599349368979294,-0.011831285444195545
Lance Stephenson,-0.03288605398567648,-0.03977275631949588,0.08550636813315456,-0.032216463563305035,-0.03217550574259591,0.30746018853282475,0.606443363947356,,-0.020858798585659945,-0.0325540898961208,0.6682691415304476,,0.08881353169059125,-0.032113090712248785,-0.039280535846285713,-0.04035984296394094,-0.03261961143146882,0.43511524942141117,-0.03869980226617339,-0.02910241790396796,-0.032479327411013455,-0.04045254846630312,-0.028388462528381925,-0.0385804472963694,0.03423167737741569,,-0.042032872006122136,-0.029304220283841047,-0.018980379080035532,1.0,0.12713367784613236,0.5399013492881415,,-0.028222743825340613,-0.037128890325282,,-0.029700153017886158,-0.022937048565907125,-0.03177706257997143,-0.02645215564638832,-0.026768063520520892,-0.026567388541344605,0.10715589647192328,-0.01702844015275687,-0.028357067938985417,-0.027548930699362015,0.653996397167138
Lou Williams,-0.03701818995038618,-0.04477020711961333,-0.047927080124866225,-0.03626446542463126,-0.03621836124966318,-0.03989216038760018,0.20532261201199503,,-0.02347970870926379,-0.03664451453985409,0.15479024286815515,,0.06214114627398384,-0.03614810376452513,0.01777695650742432,-0.04543106125951311,-0.0367182688626564,-0.02496774152769883,-0.04356243628243027,-0.03275913961747529,-0.036560358141033124,-0.04553541521749742,-0.031955475677707554,-0.043428084348761026,-0.047177983156202884,,-0.0473143065677812,-0.03298629848651553,0.14858571080068128,0.12713367784613236,1.0,-0.018938073894277995,,0.06194942208603242,-0.04179413909941836,,-0.033431980208100044,-0.02581909100689928,0.24407664853012645,-0.02977587164278446,-0.030131473372823465,-0.029905583562490085,0.07729820814934675,-0.019168065357068734,-0.031920136355020765,-0.03101045659060186,0.28362399694892526
Malcolm Hill,-0.016923020197668916,-0.02046688723447791,0.06338687230354834,-0.016578451881661987,-0.01655737516545228,0.13247607056468194,0.7552651877451355,,-0.010733846934569217,-0.01675219292252978,0.8754354404312132,,-0.0209146134981992,-0.016525256662585905,-0.020213592722054183,-0.020768999465579027,-0.016785910019344125,-0.01570973915459712,-0.019914749750197927,-0.01497597754368341,-0.016713720473203672,-0.02081670531346197,-0.01460857921591385,-0.01985333020239917,-0.021567612109283478,,-0.02162993292644518,-0.015079824169733986,-0.009767220435469539,0.5399013492881415,-0.018938073894277995,1.0,,-0.014523301092855354,-0.019106365305045468,,-0.015283569430812811,-0.011803305325863179,-0.01635233804875674,-0.013612164124971793,-0.01377472894156173,-0.0136714624710011,-0.021143039733592474,-0.008762761162084524,-0.014592423696900041,-0.014176559791957496,0.5202659375572821
Malik Ellison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Knight,-0.028388648262926624,-0.034333544246233944,-0.03675449884928082,0.018672851016466478,-0.027775272630950816,-0.030592649484203698,-0.016313275715988212,,-0.018006207022996584,-0.028102082663465467,-0.017976383956638184,,-0.035084612511259675,-0.027721393307404817,-0.03390863848259743,-0.034840342546092924,-0.028158643654986354,-0.026353349103939244,-0.03340732441957673,-0.025122451779598966,-0.028037544488897576,-0.034920369900537575,-0.024506134965129007,-0.033304292105098526,-0.0361800285581426,,-0.03628457276698932,-0.025296656224538826,0.13852497929155008,-0.028222743825340613,0.06194942208603242,-0.014523301092855354,,1.0,-0.03205124604783222,,-0.02563844229371822,-0.019800241288018678,0.07325775900832462,-0.02283463205310612,-0.0231073372407259,-0.02293410601628388,-0.03546780132595463,-0.014699677807907935,-0.024479033812886044,-0.02378141518543279,-0.017592448328244196
