,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
33,Eric Gordon,Houston Rockets,36:35,4,11,0.364,1,7,0.143,1,1,1.0,1,0,1,2,1,0,0,3,10,-10,36:35,0.437,0.409,0.636,0.091,2.9,0.0,1.4,7.8,1.3,0.0,0.0,12.7,102.0,118.0,20191028
34,Austin Rivers,Houston Rockets,14:56,2,6,0.333,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,3,4,-3,14:56,0.333,0.333,0.5,0.0,0.0,6.8,3.5,0.0,0.0,0.0,0.0,16.3,70.0,118.0,20191028
35,Thabo Sefolosha,Houston Rockets,10:26,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,1,1,0,0,0,0,-10,10:26,0.0,0.0,0.667,0.0,0.0,19.6,10.0,11.8,4.5,0.0,0.0,11.6,21.0,102.0,20191028
36,Ben McLemore,Houston Rockets,2:38,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,121.0,20191028
37,Tyson Chandler,Houston Rockets,2:33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-12,2:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,20191028
38,Gary Clark,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
39,Ryan Anderson,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
40,Chris Clemons,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
41,Team Totals,Houston Rockets,240,39,90,0.433,10,44,0.227,28,33,0.848,9,31,40,21,6,6,14,24,116,0,240,0.555,0.489,0.489,0.367,20.0,66.0,43.5,53.8,5.9,10.2,11.8,100.0,114.0,110.0,20191028
42,James Harden,Houston Rockets,37:30,18,32,0.563,6,14,0.429,17,18,0.944,1,2,3,9,1,0,4,3,59,6,37:30,0.739,0.656,0.438,0.563,2.7,7.1,4.6,36.0,1.2,0.0,9.1,43.1,154.0,147.0,20191030
43,Russell Westbrook,Houston Rockets,34:41,7,16,0.438,1,5,0.2,2,4,0.5,4,6,10,12,2,1,4,2,17,2,34:41,0.479,0.469,0.313,0.25,11.5,23.1,16.5,36.7,2.5,2.5,18.4,23.1,123.0,140.0,20191030
44,P.J. Tucker,Houston Rockets,33:11,3,7,0.429,1,4,0.25,2,2,1.0,2,3,5,4,3,0,0,5,9,9,33:11,0.571,0.5,0.571,0.286,6.0,12.1,8.6,11.4,4.0,0.0,0.0,8.7,162.0,140.0,20191030
45,Clint Capela,Houston Rockets,29:46,9,13,0.692,0,0,0.0,3,7,0.429,5,7,12,3,1,2,1,1,21,-1,29:46,0.653,0.692,0.0,0.538,16.8,31.4,23.0,11.9,1.5,5.9,5.9,21.1,145.0,139.0,20191030
46,Danuel House Jr.,Houston Rockets,28:38,5,9,0.556,4,7,0.571,2,2,1.0,3,4,7,1,2,1,1,1,16,-2,28:38,0.81,0.778,0.778,0.222,10.5,18.6,14.0,3.6,3.1,3.0,9.2,14.0,164.0,139.0,20191030
47,Eric Gordon,Houston Rockets,30:29,5,13,0.385,5,13,0.385,0,0,0.0,1,0,1,1,0,0,1,4,15,1,30:29,0.577,0.577,1.0,0.0,3.3,0.0,1.9,3.3,0.0,0.0,7.1,16.9,126.0,151.0,20191030
48,Austin Rivers,Houston Rockets,19:50,4,6,0.667,3,5,0.6,0,0,0.0,0,1,1,3,0,0,0,4,11,-13,19:50,0.917,0.917,0.833,0.0,0.0,6.7,2.9,16.0,0.0,0.0,0.0,11.1,200.0,150.0,20191030
49,Thabo Sefolosha,Houston Rockets,10:24,1,3,0.333,1,3,0.333,0,0,0.0,3,0,3,1,0,1,2,2,3,-6,10:24,0.5,0.5,1.0,0.0,28.8,0.0,16.5,9.2,0.0,8.4,40.0,17.7,103.0,146.0,20191030
50,Ben McLemore,Houston Rockets,7:46,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,1,3,13,7:46,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,4.7,300.0,138.0,20191030
51,Ryan Anderson,Houston Rockets,4:08,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,1,3,-4,4:08,0.75,0.75,1.0,0.0,0.0,32.3,13.8,0.0,0.0,0.0,0.0,17.8,158.0,146.0,20191030
52,Tyson Chandler,Houston Rockets,3:37,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,0,3:37,1.0,1.0,0.0,0.0,0.0,36.9,15.8,0.0,0.0,0.0,0.0,10.2,200.0,146.0,20191030
53,Gary Clark,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
54,Chris Clemons,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
55,Team Totals,Houston Rockets,240,55,103,0.534,23,54,0.426,26,33,0.788,19,25,44,34,10,5,13,24,159,0,240,0.676,0.646,0.524,0.32,39.6,69.4,52.4,61.8,9.1,9.1,10.0,100.0,145.0,144.1,20191030
56,James Harden,Houston Rockets,36:39,10,31,0.323,2,16,0.125,14,15,0.933,2,3,5,8,0,0,5,3,36,-14,36:39,0.479,0.355,0.516,0.484,4.9,9.6,6.9,37.5,0.0,0.0,11.7,45.4,98.0,123.0,20191101
57,Russell Westbrook,Houston Rockets,36:24,12,25,0.48,1,6,0.167,2,4,0.5,0,7,7,8,4,1,2,2,27,-15,36:24,0.504,0.5,0.24,0.16,0.0,22.5,9.7,41.9,4.9,2.5,7.0,30.9,105.0,106.0,20191101
58,P.J. Tucker,Houston Rockets,34:51,3,8,0.375,3,8,0.375,0,0,0.0,3,5,8,1,3,1,2,3,9,-23,34:51,0.563,0.563,1.0,0.0,7.7,16.8,11.6,3.7,3.8,2.6,20.0,11.2,102.0,110.0,20191101
59,Danuel House Jr.,Houston Rockets,31:41,6,10,0.6,3,6,0.5,0,0,0.0,1,4,5,0,1,1,1,4,15,-10,31:41,0.75,0.75,0.6,0.0,2.8,14.8,8.0,0.0,1.4,2.9,9.1,13.6,130.0,116.0,20191101
60,Clint Capela,Houston Rockets,19:40,5,8,0.625,0,0,0.0,0,0,0.0,0,4,4,0,1,0,1,3,10,-25,19:40,0.625,0.625,0.0,0.0,0.0,23.8,10.3,0.0,2.3,0.0,11.1,17.9,104.0,114.0,20191101
61,Eric Gordon,Houston Rockets,28:30,0,7,0.0,0,5,0.0,3,4,0.75,0,1,1,1,1,0,0,1,3,7,28:30,0.171,0.0,0.714,0.571,0.0,4.1,1.8,4.1,1.6,0.0,0.0,12.0,45.0,120.0,20191101
62,Ben McLemore,Houston Rockets,21:20,2,4,0.5,2,4,0.5,3,3,1.0,0,1,1,1,1,0,1,2,9,18,21:20,0.846,0.75,1.0,0.75,0.0,5.5,2.4,6.2,2.1,0.0,15.8,11.6,143.0,118.0,20191101
63,Austin Rivers,Houston Rockets,16:10,3,6,0.5,1,3,0.333,0,1,0.0,0,1,1,2,0,0,0,1,7,14,16:10,0.543,0.583,0.5,0.167,0.0,7.2,3.1,18.5,0.0,0.0,0.0,15.6,116.0,123.0,20191101
64,Tyson Chandler,Houston Rockets,14:45,0,0,0.0,0,0,0.0,0,0,0.0,3,5,8,0,2,1,0,2,0,13,14:45,0.0,0.0,0.0,0.0,18.1,39.7,27.4,0.0,6.0,6.1,0.0,0.0,226.0,97.0,20191101
65,Thabo Sefolosha,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
66,Chris Clemons,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
67,Ryan Anderson,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
68,Isaiah Hartenstein,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
69,Team Totals,Houston Rockets,240,41,99,0.414,12,48,0.25,22,27,0.815,9,31,40,21,13,4,12,21,116,0,240,0.523,0.475,0.485,0.273,16.7,75.6,42.1,51.2,12.0,7.5,9.8,100.0,107.2,113.7,20191101
70,James Harden,Houston Rockets,26:26,6,14,0.429,3,9,0.333,14,14,1.0,1,3,4,3,1,0,6,4,29,-17,26:26,0.719,0.536,0.643,1.0,4.0,14.0,8.6,27.1,1.7,0.0,22.9,41.4,115.0,120.0,20191103
71,Russell Westbrook,Houston Rockets,26:14,3,11,0.273,1,6,0.167,3,6,0.5,0,4,4,6,1,1,7,3,10,-46,26:14,0.367,0.318,0.545,0.545,0.0,18.8,8.7,43.0,1.7,3.8,33.9,32.9,62.0,117.0,20191103
72,P.J. Tucker,Houston Rockets,24:48,1,4,0.25,0,2,0.0,0,0,0.0,0,6,6,1,0,0,0,2,2,-41,24:48,0.25,0.25,0.5,0.0,0.0,29.8,13.8,6.7,0.0,0.0,0.0,6.8,62.0,123.0,20191103
73,Clint Capela,Houston Rockets,22:41,2,5,0.4,0,0,0.0,1,2,0.5,0,7,7,0,2,0,0,3,5,-29,22:41,0.425,0.4,0.0,0.4,0.0,38.0,17.6,0.0,3.9,0.0,0.0,10.9,83.0,113.0,20191103
74,Eric Gordon,Houston Rockets,22:38,2,10,0.2,0,5,0.0,0,0,0.0,0,1,1,0,1,1,2,1,4,-23,22:38,0.2,0.2,0.5,0.0,0.0,5.4,2.5,0.0,2.0,4.4,16.7,22.2,33.0,117.0,20191103
75,Austin Rivers,Houston Rockets,24:25,1,3,0.333,1,3,0.333,0,0,0.0,1,3,4,3,0,0,2,2,3,-2,24:25,0.5,0.5,1.0,0.0,4.4,15.1,9.4,20.3,0.0,0.0,40.0,8.6,88.0,124.0,20191103
76,Chris Clemons,Houston Rockets,21:58,5,10,0.5,4,9,0.444,2,2,1.0,2,1,3,1,0,1,2,3,16,-5,21:58,0.735,0.7,0.9,0.2,9.7,5.6,7.8,10.9,0.0,4.6,15.5,24.6,119.0,122.0,20191103
77,Ben McLemore,Houston Rockets,20:47,5,7,0.714,3,5,0.6,1,2,0.5,0,0,0,1,0,0,0,3,14,5,20:47,0.888,0.929,0.714,0.286,0.0,0.0,0.0,11.9,0.0,0.0,0.0,15.9,162.0,126.0,20191103
78,Danuel House Jr.,Houston Rockets,19:29,3,6,0.5,1,3,0.333,3,5,0.6,0,1,1,0,0,1,1,1,10,-8,19:29,0.61,0.583,0.5,0.833,0.0,6.3,2.9,0.0,0.0,5.1,10.9,19.8,103.0,121.0,20191103
79,Thabo Sefolosha,Houston Rockets,18:14,2,4,0.5,1,3,0.333,0,0,0.0,0,2,2,1,0,1,1,2,5,16,18:14,0.625,0.625,0.75,0.0,0.0,13.5,6.3,10.2,0.0,5.5,20.0,11.5,97.0,120.0,20191103
80,Ryan Anderson,Houston Rockets,9:50,1,5,0.2,0,3,0.0,0,0,0.0,0,6,6,2,1,0,1,0,2,11,9:50,0.2,0.2,0.6,0.0,0.0,75.1,34.9,37.4,4.5,0.0,16.7,25.5,51.0,108.0,20191103
81,Tyson Chandler,Houston Rockets,2:30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-6,2:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,0.0,0.0,0.0,0.0,245.0,126.0,20191103
82,Team Totals,Houston Rockets,240,31,79,0.392,14,48,0.292,24,31,0.774,4,34,38,19,6,5,22,24,100,0,240,0.54,0.481,0.608,0.392,8.9,87.2,45.2,61.3,5.6,10.4,19.2,100.0,92.6,119.5,20191103
83,James Harden,Houston Rockets,37:15,12,28,0.429,7,16,0.438,13,18,0.722,4,6,10,6,2,1,7,2,44,10,37:15,0.612,0.554,0.571,0.643,9.9,15.5,12.6,39.6,2.5,1.9,16.3,44.7,114.0,94.0,20191104
84,Danuel House Jr.,Houston Rockets,36:28,6,15,0.4,2,9,0.222,1,1,1.0,1,8,9,1,1,3,2,2,15,4,36:28,0.486,0.467,0.6,0.067,2.5,21.1,11.6,4.9,1.3,5.7,11.5,18.5,94.0,92.0,20191104
85,P.J. Tucker,Houston Rockets,34:04,0,1,0.0,0,1,0.0,0,0,0.0,1,5,6,3,0,0,3,4,0,-12,34:04,0.0,0.0,1.0,0.0,2.7,14.1,8.3,12.1,0.0,0.0,75.0,4.6,47.0,101.0,20191104
86,Eric Gordon,Houston Rockets,32:12,5,17,0.294,3,9,0.333,3,5,0.6,0,5,5,1,1,0,2,4,16,-1,32:12,0.417,0.382,0.529,0.294,0.0,14.9,7.3,5.4,1.4,0.0,9.4,25.5,83.0,98.0,20191104
87,Clint Capela,Houston Rockets,28:54,5,10,0.5,0,0,0.0,0,1,0.0,6,7,13,2,1,0,2,1,10,4,28:54,0.479,0.5,0.0,0.1,19.2,23.3,21.2,12.4,1.6,0.0,16.1,16.7,104.0,95.0,20191104
88,Ben McLemore,Houston Rockets,30:02,3,11,0.273,3,10,0.3,3,4,0.75,0,0,0,3,1,0,1,2,12,11,30:02,0.47,0.409,0.909,0.364,0.0,0.0,0.0,15.9,1.5,0.0,7.3,17.8,105.0,102.0,20191104
89,Austin Rivers,Houston Rockets,23:53,3,9,0.333,1,4,0.25,0,0,0.0,0,3,3,1,0,0,1,1,7,2,23:53,0.389,0.389,0.444,0.0,0.0,12.1,5.9,6.9,0.0,0.0,10.0,16.2,79.0,102.0,20191104
90,Tyson Chandler,Houston Rockets,7:23,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,11,7:23,0.0,0.0,0.0,0.0,0.0,13.0,6.4,18.6,0.0,0.0,0.0,0.0,249.0,101.0,20191104
91,Thabo Sefolosha,Houston Rockets,6:51,1,2,0.5,1,1,1.0,0,0,0.0,2,2,4,2,0,1,0,1,3,6,6:51,0.75,0.75,0.5,0.0,27.0,28.0,27.5,50.1,0.0,10.2,0.0,11.3,191.0,89.0,20191104
92,Chris Clemons,Houston Rockets,2:58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-5,2:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,20191104
93,Russell Westbrook,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191104
94,Ryan Anderson,Houston Rockets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191104
95,Team Totals,Houston Rockets,240,35,93,0.376,17,50,0.34,20,29,0.69,14,37,51,20,6,5,18,21,107,0,240,0.506,0.468,0.538,0.312,26.9,74.0,50.0,57.1,5.8,7.2,14.5,100.0,103.2,96.5,20191104
96,Danuel House Jr.,Houston Rockets,38:44,6,10,0.6,5,6,0.833,0,0,0.0,0,6,6,1,0,0,0,4,17,33,38:44,0.85,0.85,0.6,0.0,0.0,13.5,7.4,3.1,0.0,0.0,0.0,10.6,163.0,116.0,20191106
97,P.J. Tucker,Houston Rockets,37:59,9,14,0.643,4,8,0.5,0,0,0.0,5,6,11,4,1,0,3,2,22,32,37:59,0.786,0.786,0.571,0.0,13.7,13.8,13.8,13.8,1.2,0.0,17.6,18.3,139.0,113.0,20191106
98,Clint Capela,Houston Rockets,35:39,9,14,0.643,0,0,0.0,1,2,0.5,5,11,16,2,1,6,1,3,19,20,35:39,0.638,0.643,0.0,0.143,14.6,26.9,21.3,7.5,1.3,12.8,6.3,18.2,136.0,99.0,20191106
99,James Harden,Houston Rockets,35:18,10,23,0.435,6,16,0.375,10,13,0.769,0,4,4,13,3,3,5,1,36,20,35:18,0.627,0.565,0.696,0.565,0.0,9.9,5.4,51.4,4.0,6.5,14.8,39.1,126.0,105.0,20191106
100,Russell Westbrook,Houston Rockets,30:17,8,18,0.444,1,3,0.333,1,4,0.25,0,8,8,6,2,0,3,5,18,40,30:17,0.455,0.472,0.167,0.222,0.0,23.1,12.6,26.9,3.1,0.0,13.2,30.7,94.0,104.0,20191106
101,Austin Rivers,Houston Rockets,27:29,4,7,0.571,4,4,1.0,0,0,0.0,1,2,3,3,0,0,0,1,12,-23,27:29,0.857,0.857,0.571,0.0,3.8,6.4,5.2,12.8,0.0,0.0,0.0,10.4,178.0,120.0,20191106
102,Ben McLemore,Houston Rockets,19:41,1,6,0.167,1,6,0.167,0,0,0.0,0,1,1,0,0,0,0,3,3,-20,19:41,0.25,0.25,1.0,0.0,0.0,4.4,2.4,0.0,0.0,0.0,0.0,12.5,56.0,121.0,20191106
103,Thabo Sefolosha,Houston Rockets,9:16,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,1,2,-16,9:16,0.333,0.333,0.0,0.0,0.0,9.4,5.1,24.2,0.0,0.0,0.0,13.2,106.0,118.0,20191106
104,Chris Clemons,Houston Rockets,2:56,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,2:56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,0.0,123.0,20191106
