,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
11,Theo Pinson,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
12,Džanan Musa,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191023
13,Team Totals,Brooklyn Nets,265,48,101,0.475,15,34,0.441,15,26,0.577,10,38,48,19,8,9,16,30,126,0,265,0.56,0.55,0.337,0.257,20.0,76.0,48.0,39.6,6.9,13.8,12.5,100.0,108.5,109.3,20191023
14,Taurean Prince,Brooklyn Nets,32:54,3,10,0.3,3,7,0.429,2,4,0.5,0,6,6,0,0,1,3,1,11,-1,32:54,0.468,0.45,0.7,0.4,0.0,19.9,10.3,0.0,0.0,2.6,20.3,18.1,76.0,104.0,20191025
15,Joe Harris,Brooklyn Nets,31:24,5,8,0.625,3,5,0.6,0,0,0.0,1,3,4,1,1,0,2,4,13,2,31:24,0.813,0.813,0.625,0.0,3.7,10.4,7.2,5.2,1.4,0.0,20.0,12.9,126.0,104.0,20191025
16,Kyrie Irving,Brooklyn Nets,31:13,8,19,0.421,2,8,0.25,8,8,1.0,1,1,2,5,3,0,4,5,26,0,31:13,0.577,0.474,0.421,0.421,3.8,3.5,3.6,31.1,4.3,0.0,15.1,34.3,115.0,99.0,20191025
17,Jarrett Allen,Brooklyn Nets,25:12,2,6,0.333,0,0,0.0,0,0,0.0,3,8,11,2,1,0,2,2,4,-5,25:12,0.333,0.333,0.0,0.0,13.9,34.6,24.6,11.5,1.8,0.0,25.0,12.8,84.0,99.0,20191025
18,Caris LeVert,Brooklyn Nets,24:14,4,7,0.571,1,4,0.25,3,4,0.75,0,2,2,4,2,0,6,5,12,6,24:14,0.685,0.643,0.571,0.571,0.0,9.0,4.7,27.2,3.7,0.0,40.7,24.6,90.0,99.0,20191025
19,Spencer Dinwiddie,Brooklyn Nets,26:52,5,12,0.417,2,7,0.286,8,10,0.8,0,2,2,5,0,1,2,4,20,2,26:52,0.61,0.5,0.583,0.833,0.0,8.1,4.2,31.8,0.0,3.2,10.9,27.6,128.0,105.0,20191025
20,DeAndre Jordan,Brooklyn Nets,22:45,3,5,0.6,0,0,0.0,1,4,0.25,4,7,11,1,1,0,3,4,7,7,22:45,0.518,0.6,0.0,0.8,20.6,33.6,27.3,6.9,2.0,0.0,30.7,17.3,91.0,98.0,20191025
21,Garrett Temple,Brooklyn Nets,18:50,2,4,0.5,2,3,0.667,0,0,0.0,1,1,2,1,2,0,2,0,6,-1,18:50,0.75,0.75,0.75,0.0,6.2,5.8,6.0,8.0,4.8,0.0,33.3,12.9,104.0,99.0,20191025
22,David Nwaba,Brooklyn Nets,14:08,2,2,1.0,1,1,1.0,0,2,0.0,0,2,2,1,0,0,0,0,5,5,14:08,0.868,1.25,0.5,1.0,0.0,15.4,8.0,11.2,0.0,0.0,0.0,8.2,160.0,107.0,20191025
23,Rodions Kurucs,Brooklyn Nets,12:28,3,5,0.6,2,2,1.0,1,2,0.5,1,3,4,1,1,0,2,1,9,5,12:28,0.765,0.8,0.4,0.4,9.4,26.3,18.1,15.1,3.6,0.0,25.4,25.5,114.0,96.0,20191025
24,Wilson Chandler,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191025
25,Theo Pinson,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191025
26,Džanan Musa,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191025
27,Team Totals,Brooklyn Nets,240,37,78,0.474,16,37,0.432,23,34,0.676,11,35,46,21,11,2,26,26,113,0,240,0.608,0.577,0.474,0.436,26.8,79.5,54.1,56.8,10.3,3.6,21.9,100.0,105.3,101.6,20191025
28,Caris LeVert,Brooklyn Nets,38:57,11,22,0.5,3,7,0.429,2,3,0.667,0,4,4,5,0,0,2,0,27,-8,38:57,0.579,0.568,0.318,0.136,0.0,10.9,5.3,23.4,0.0,0.0,7.9,25.7,112.0,119.0,20191027
29,Joe Harris,Brooklyn Nets,36:55,5,13,0.385,3,8,0.375,0,0,0.0,1,1,2,2,1,0,2,3,13,3,36:55,0.5,0.5,0.615,0.0,2.8,2.9,2.8,7.8,1.2,0.0,13.3,16.0,93.0,117.0,20191027
30,Kyrie Irving,Brooklyn Nets,34:20,11,27,0.407,5,12,0.417,10,11,0.909,1,6,7,7,2,1,2,1,37,6,34:20,0.581,0.5,0.444,0.407,3.0,18.5,10.6,40.0,2.6,2.2,5.9,38.9,122.0,110.0,20191027
31,Taurean Prince,Brooklyn Nets,30:26,4,10,0.4,2,7,0.286,2,2,1.0,1,5,6,2,0,0,4,3,12,11,30:26,0.551,0.5,0.7,0.2,3.3,17.4,10.2,9.4,0.0,0.0,26.9,19.3,87.0,118.0,20191027
32,DeAndre Jordan,Brooklyn Nets,23:26,3,3,1.0,0,0,0.0,0,2,0.0,1,11,12,1,0,2,1,1,6,-5,23:26,0.773,1.0,0.0,0.667,4.3,49.8,26.6,6.1,0.0,6.5,20.5,8.2,118.0,106.0,20191027
33,Spencer Dinwiddie,Brooklyn Nets,29:42,3,13,0.231,2,7,0.286,8,10,0.8,1,2,3,8,1,1,1,4,16,-7,29:42,0.46,0.308,0.538,0.769,3.4,7.1,5.2,36.9,1.5,2.5,5.4,24.5,114.0,113.0,20191027
34,Jarrett Allen,Brooklyn Nets,27:29,5,6,0.833,0,0,0.0,4,4,1.0,4,9,13,1,0,0,2,2,14,8,27:29,0.902,0.833,0.0,0.667,14.8,34.7,24.6,5.6,0.0,0.0,20.5,14.0,152.0,115.0,20191027
35,Garrett Temple,Brooklyn Nets,18:19,1,4,0.25,0,3,0.0,3,3,1.0,0,1,1,2,1,1,0,1,5,2,18:19,0.47,0.25,0.75,0.75,0.0,5.8,2.8,14.1,2.5,4.1,0.0,11.5,119.0,110.0,20191027
36,David Nwaba,Brooklyn Nets,13:52,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,1,0,1,3,0,-8,13:52,0.0,0.0,0.0,0.0,7.4,7.6,7.5,0.0,3.2,0.0,100.0,2.8,56.0,112.0,20191027
37,Rodions Kurucs,Brooklyn Nets,11:34,1,3,0.333,0,1,0.0,1,2,0.5,1,2,3,0,0,0,2,4,3,-7,11:34,0.387,0.333,0.333,0.667,8.8,18.3,13.5,0.0,0.0,0.0,34.0,20.1,61.0,117.0,20191027
38,Theo Pinson,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
39,Wilson Chandler,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
40,Džanan Musa,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
41,Team Totals,Brooklyn Nets,265,44,101,0.436,15,45,0.333,30,37,0.811,11,42,53,28,6,5,17,22,133,0,265,0.567,0.51,0.446,0.366,21.2,84.0,52.0,63.6,5.1,7.1,12.7,100.0,112.8,113.6,20191027
42,Caris LeVert,Brooklyn Nets,32:58,6,18,0.333,2,4,0.5,1,2,0.5,5,1,6,3,0,0,4,1,15,-9,32:58,0.397,0.389,0.222,0.111,15.2,3.1,9.2,13.5,0.0,0.0,17.5,27.0,88.0,125.0,20191030
43,Kyrie Irving,Brooklyn Nets,30:58,11,20,0.55,2,6,0.333,4,5,0.8,0,7,7,6,1,1,1,1,28,-15,30:58,0.631,0.6,0.3,0.25,0.0,23.1,11.4,38.8,1.5,2.2,4.3,29.1,141.0,114.0,20191030
44,Joe Harris,Brooklyn Nets,29:56,5,9,0.556,3,6,0.5,0,1,0.0,1,1,2,0,0,0,3,1,13,-8,29:56,0.689,0.722,0.667,0.111,3.3,3.4,3.4,0.0,0.0,0.0,24.1,16.2,102.0,125.0,20191030
45,Taurean Prince,Brooklyn Nets,27:11,3,10,0.3,2,8,0.25,0,0,0.0,0,2,2,2,2,1,2,4,8,-10,27:11,0.4,0.4,0.8,0.0,0.0,7.5,3.7,9.9,3.5,2.5,16.7,17.2,84.0,113.0,20191030
46,DeAndre Jordan,Brooklyn Nets,22:36,3,7,0.429,0,0,0.0,2,4,0.5,7,10,17,0,0,1,1,3,8,-5,22:36,0.457,0.429,0.0,0.571,31.0,45.2,38.0,0.0,0.0,3.0,10.2,16.8,113.0,111.0,20191030
47,Spencer Dinwiddie,Brooklyn Nets,26:42,7,17,0.412,1,5,0.2,5,6,0.833,0,2,2,7,1,0,4,2,20,1,26:42,0.509,0.441,0.294,0.353,0.0,7.7,3.8,44.3,1.8,0.0,16.9,34.4,106.0,119.0,20191030
48,Jarrett Allen,Brooklyn Nets,21:40,3,5,0.6,0,0,0.0,2,3,0.667,4,4,8,1,0,2,2,1,8,-9,21:40,0.633,0.6,0.0,0.6,18.5,18.9,18.7,6.4,0.0,6.3,24.0,14.9,115.0,115.0,20191030
49,Rodions Kurucs,Brooklyn Nets,20:13,1,2,0.5,0,0,0.0,0,2,0.0,0,4,4,0,1,0,0,1,2,4,20:13,0.347,0.5,0.0,1.0,0.0,20.2,10.0,0.0,2.4,0.0,0.0,5.5,72.0,115.0,20191030
50,Garrett Temple,Brooklyn Nets,15:09,1,2,0.5,0,1,0.0,2,3,0.667,0,1,1,1,0,0,0,4,4,-6,15:09,0.602,0.5,0.5,1.5,0.0,6.7,3.3,8.4,0.0,0.0,0.0,8.5,144.0,123.0,20191030
51,David Nwaba,Brooklyn Nets,10:09,1,3,0.333,0,1,0.0,0,0,0.0,1,3,4,0,0,0,2,1,2,1,10:09,0.333,0.333,0.333,0.0,9.9,30.2,19.9,0.0,0.0,0.0,40.0,19.2,50.0,117.0,20191030
52,Džanan Musa,Brooklyn Nets,1:14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,20191030
53,Theo Pinson,Brooklyn Nets,1:14,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,0,3,1:14,0.0,0.0,0.0,0.0,0.0,82.8,41.0,94.9,38.6,0.0,0.0,0.0,224.0,16.0,20191030
54,Wilson Chandler,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
55,Team Totals,Brooklyn Nets,240,41,93,0.441,10,31,0.323,16,26,0.615,18,36,54,21,6,5,19,19,108,0,240,0.517,0.495,0.333,0.28,37.5,76.6,56.8,51.2,5.9,7.1,15.4,100.0,107.1,117.0,20191030
56,Kyrie Irving,Brooklyn Nets,34:29,7,18,0.389,5,8,0.625,3,4,0.75,0,4,4,10,0,1,6,3,22,10,34:29,0.557,0.528,0.444,0.222,0.0,10.3,5.9,43.2,0.0,2.7,23.3,30.6,105.0,112.0,20191101
57,Taurean Prince,Brooklyn Nets,34:25,9,17,0.529,6,10,0.6,3,4,0.75,1,11,12,1,1,1,1,3,27,18,34:25,0.72,0.706,0.588,0.235,3.4,28.4,17.6,4.7,1.3,2.7,5.1,23.5,137.0,104.0,20191101
58,Joe Harris,Brooklyn Nets,34:01,5,9,0.556,3,4,0.75,2,2,1.0,2,7,9,2,3,0,1,2,15,12,34:01,0.759,0.722,0.444,0.222,6.9,18.3,13.4,8.1,3.9,0.0,9.2,13.1,148.0,103.0,20191101
59,Caris LeVert,Brooklyn Nets,32:13,8,15,0.533,1,2,0.5,8,9,0.889,1,3,4,4,1,0,5,4,25,18,32:13,0.659,0.567,0.133,0.6,3.6,8.3,6.3,19.8,1.4,0.0,20.9,30.4,115.0,111.0,20191101
60,Jarrett Allen,Brooklyn Nets,31:02,3,3,1.0,0,0,0.0,1,4,0.25,2,8,10,1,0,2,2,1,7,29,31:02,0.735,1.0,0.0,1.333,7.5,22.9,16.3,4.1,0.0,6.1,29.6,8.9,108.0,106.0,20191101
61,Garrett Temple,Brooklyn Nets,24:03,6,9,0.667,4,6,0.667,0,0,0.0,1,6,7,3,2,2,0,0,16,4,24:03,0.889,0.889,0.667,0.0,4.9,22.2,14.7,19.9,3.7,7.8,0.0,15.3,182.0,97.0,20191101
62,Spencer Dinwiddie,Brooklyn Nets,19:48,2,7,0.286,0,2,0.0,1,2,0.5,0,1,1,2,1,1,2,4,5,-14,19:48,0.317,0.286,0.286,0.286,0.0,4.5,2.6,13.1,2.2,4.8,20.2,20.4,67.0,107.0,20191101
63,DeAndre Jordan,Brooklyn Nets,16:17,2,5,0.4,0,0,0.0,2,3,0.667,2,5,7,3,0,0,0,2,6,-19,16:17,0.475,0.4,0.0,0.6,14.4,27.3,21.7,24.5,0.0,0.0,0.0,15.9,136.0,109.0,20191101
64,Rodions Kurucs,Brooklyn Nets,9:17,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,2,0,-6,9:17,0.0,0.0,0.0,0.0,12.6,0.0,5.4,0.0,0.0,0.0,33.3,13.2,27.0,116.0,20191101
65,Džanan Musa,Brooklyn Nets,4:25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,-17,4:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.5,0.0,116.0,20191101
66,Wilson Chandler,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
67,David Nwaba,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
68,Theo Pinson,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
69,Team Totals,Brooklyn Nets,240,42,85,0.494,19,32,0.594,20,28,0.714,10,45,55,26,8,7,20,21,123,0,240,0.632,0.606,0.376,0.329,24.4,83.3,57.9,61.9,7.4,13.7,17.0,100.0,113.7,107.2,20191101
70,Kyrie Irving,Brooklyn Nets,33:11,8,21,0.381,0,6,0.0,4,4,1.0,1,10,11,10,0,0,2,3,20,1,33:11,0.439,0.381,0.286,0.19,3.1,33.6,17.9,46.0,0.0,0.0,8.1,31.3,104.0,110.0,20191102
71,Taurean Prince,Brooklyn Nets,33:03,7,12,0.583,5,8,0.625,1,2,0.5,0,1,1,1,1,0,2,3,20,-6,33:03,0.776,0.792,0.667,0.167,0.0,3.4,1.6,4.4,1.4,0.0,13.4,18.9,126.0,111.0,20191102
72,Joe Harris,Brooklyn Nets,30:41,7,10,0.7,4,6,0.667,0,0,0.0,0,2,2,2,0,0,1,4,18,-5,30:41,0.9,0.9,0.6,0.0,0.0,7.3,3.5,9.8,0.0,0.0,9.1,15.0,155.0,114.0,20191102
73,DeAndre Jordan,Brooklyn Nets,29:58,5,8,0.625,0,0,0.0,0,0,0.0,1,9,10,3,1,4,2,3,10,-8,29:58,0.625,0.625,0.0,0.0,3.5,33.5,18.0,13.7,1.6,10.0,20.0,14.0,109.0,97.0,20191102
74,Caris LeVert,Brooklyn Nets,27:39,6,17,0.353,0,3,0.0,2,3,0.667,2,4,6,1,0,0,1,1,14,-8,27:39,0.382,0.353,0.176,0.176,7.5,16.1,11.7,5.3,0.0,0.0,5.2,29.3,84.0,113.0,20191102
75,Garrett Temple,Brooklyn Nets,26:59,1,5,0.2,0,4,0.0,0,0,0.0,0,5,5,1,2,0,1,1,2,-6,26:59,0.2,0.2,0.8,0.0,0.0,20.7,10.0,4.3,3.4,0.0,16.7,9.3,45.0,105.0,20191102
76,Spencer Dinwiddie,Brooklyn Nets,25:25,5,10,0.5,1,5,0.2,5,6,0.833,0,3,3,6,0,0,4,5,16,10,25:25,0.633,0.55,0.5,0.6,0.0,13.2,6.4,33.8,0.0,0.0,24.0,27.5,108.0,113.0,20191102
77,Jarrett Allen,Brooklyn Nets,18:02,3,7,0.429,0,0,0.0,1,2,0.5,4,3,7,0,0,0,0,1,7,3,18:02,0.444,0.429,0.0,0.286,23.1,18.6,20.9,0.0,0.0,0.0,0.0,18.3,114.0,112.0,20191102
78,Rodions Kurucs,Brooklyn Nets,15:02,1,3,0.333,0,0,0.0,0,0,0.0,2,1,3,0,0,0,1,3,2,-1,15:02,0.333,0.333,0.0,0.0,13.9,7.4,10.8,0.0,0.0,0.0,25.0,11.2,77.0,113.0,20191102
79,Theo Pinson,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191102
80,Džanan Musa,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191102
81,David Nwaba,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191102
82,Team Totals,Brooklyn Nets,240,43,93,0.462,10,32,0.313,13,17,0.765,10,38,48,24,4,4,14,24,109,0,240,0.542,0.516,0.344,0.183,21.7,88.4,53.9,55.8,3.9,6.3,12.2,100.0,105.5,109.4,20191102
83,Taurean Prince,Brooklyn Nets,37:48,4,12,0.333,2,9,0.222,2,2,1.0,2,9,11,4,4,0,3,4,12,11,37:48,0.466,0.417,0.75,0.167,6.2,26.6,16.6,11.6,4.5,0.0,18.9,15.8,99.0,104.0,20191104
84,Caris LeVert,Brooklyn Nets,35:08,9,19,0.474,4,8,0.5,1,3,0.333,2,5,7,5,0,0,3,2,23,14,35:08,0.566,0.579,0.421,0.158,6.7,15.9,11.4,18.6,0.0,0.0,12.9,25.0,113.0,116.0,20191104
85,Kyrie Irving,Brooklyn Nets,34:33,13,21,0.619,2,6,0.333,11,11,1.0,1,3,4,9,3,0,5,2,39,11,34:33,0.755,0.667,0.286,0.524,3.4,9.7,6.6,40.4,3.7,0.0,16.2,33.7,140.0,109.0,20191104
86,Joe Harris,Brooklyn Nets,32:47,7,14,0.5,4,9,0.444,1,2,0.5,2,1,3,4,1,0,2,3,19,-4,32:47,0.638,0.643,0.643,0.143,7.1,3.4,5.2,15.1,1.3,0.0,11.8,19.4,126.0,116.0,20191104
87,Jarrett Allen,Brooklyn Nets,30:03,7,8,0.875,0,0,0.0,4,7,0.571,4,6,10,1,1,0,3,3,18,12,30:03,0.812,0.875,0.0,0.875,15.6,22.3,19.0,4.2,1.4,0.0,21.3,17.7,131.0,112.0,20191104
88,Garrett Temple,Brooklyn Nets,25:48,4,6,0.667,3,5,0.6,2,3,0.667,1,1,2,4,1,1,0,0,13,6,25:48,0.888,0.917,0.833,0.5,4.5,4.3,4.4,17.9,1.6,2.9,0.0,10.7,189.0,113.0,20191104
89,Spencer Dinwiddie,Brooklyn Nets,20:44,3,8,0.375,1,4,0.25,0,0,0.0,0,1,1,3,1,0,3,2,7,3,20:44,0.438,0.438,0.5,0.0,0.0,5.4,2.8,16.5,2.0,0.0,27.3,20.0,79.0,114.0,20191104
90,DeAndre Jordan,Brooklyn Nets,16:04,2,3,0.667,0,0,0.0,0,0,0.0,0,5,5,2,1,2,2,1,4,-5,16:04,0.667,0.667,0.0,0.0,0.0,34.7,17.8,13.9,2.6,9.2,40.0,11.7,91.0,100.0,20191104
91,Rodions Kurucs,Brooklyn Nets,7:05,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,2,1,0,2,7:05,0.0,0.0,0.0,0.0,0.0,31.5,16.1,0.0,6.0,0.0,66.7,16.0,0.0,99.0,20191104
92,Nic Claxton,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191104
93,David Nwaba,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191104
94,Džanan Musa,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191104
95,Theo Pinson,Brooklyn Nets,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191104
96,Team Totals,Brooklyn Nets,240,49,92,0.533,16,41,0.39,21,28,0.75,12,33,45,32,13,3,23,18,135,0,240,0.647,0.62,0.446,0.304,29.3,76.7,53.6,65.3,11.5,4.6,18.1,100.0,119.0,110.2,20191104
97,Kyrie Irving,Brooklyn Nets,38:31,12,27,0.444,4,8,0.5,5,5,1.0,1,2,3,6,1,1,1,3,33,-7,38:31,0.565,0.519,0.296,0.185,2.4,5.2,3.8,28.7,1.2,1.9,3.3,31.1,130.0,119.0,20191108
98,Jarrett Allen,Brooklyn Nets,35:46,4,8,0.5,0,0,0.0,4,8,0.5,3,6,9,1,1,5,0,2,12,0,35:46,0.521,0.5,0.0,1.0,7.9,16.8,12.2,3.8,1.3,10.0,0.0,12.8,126.0,109.0,20191108
99,Joe Harris,Brooklyn Nets,30:39,5,12,0.417,2,4,0.5,2,2,1.0,3,2,5,1,0,1,0,2,14,-1,30:39,0.543,0.5,0.333,0.167,9.2,6.5,7.9,4.7,0.0,2.3,0.0,16.6,133.0,121.0,20191108
100,Caris LeVert,Brooklyn Nets,29:14,2,13,0.154,1,4,0.25,2,3,0.667,0,9,9,5,0,1,3,4,7,0,29:14,0.244,0.192,0.308,0.231,0.0,30.8,14.9,21.8,0.0,2.5,17.3,23.5,64.0,112.0,20191108
101,Taurean Prince,Brooklyn Nets,21:19,1,6,0.167,1,3,0.333,0,0,0.0,2,5,7,0,1,0,2,5,3,-10,21:19,0.25,0.25,0.5,0.0,8.8,23.5,15.9,0.0,2.2,0.0,25.0,14.9,57.0,111.0,20191108
102,Spencer Dinwiddie,Brooklyn Nets,34:38,11,18,0.611,6,10,0.6,6,7,0.857,1,4,5,4,1,0,1,3,34,22,34:38,0.806,0.778,0.556,0.389,2.7,11.5,7.0,21.5,1.4,0.0,4.5,25.2,166.0,118.0,20191108
