,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
21,Richaun Holmes,Sacramento Kings,17:14,4,6,0.667,0,0,0.0,2,2,1.0,2,4,6,0,0,2,1,5,10,0,17:14,0.727,0.667,0.0,0.333,11.6,31.8,20.1,0.0,0.0,10.1,12.7,18.9,136.0,114.0,20191025
22,Cory Joseph,Sacramento Kings,14:28,1,3,0.333,1,2,0.5,2,2,1.0,2,2,4,2,0,0,0,3,5,1,14:28,0.644,0.5,0.667,0.667,13.8,19.0,16.0,19.7,0.0,0.0,0.0,11.1,169.0,124.0,20191025
23,Yogi Ferrell,Sacramento Kings,2:34,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,2,1,0,0,0,2,6,2:34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,18.3,0.0,0.0,16.1,214.0,86.0,20191025
24,Justin James,Sacramento Kings,2:34,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,6,2:34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.3,0.0,50.0,32.3,0.0,85.0,20191025
25,Wenyen Gabriel,Sacramento Kings,2:34,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,1,1,0,6,2:34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,200.0,126.0,20191025
26,Caleb Swanigan,Sacramento Kings,2:34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,6,2:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,86.0,20191025
27,Team Totals,Sacramento Kings,240,37,87,0.425,15,37,0.405,23,27,0.852,13,30,43,17,10,2,17,26,112,0,240,0.566,0.511,0.425,0.31,27.1,85.7,51.8,45.9,9.8,3.6,14.7,100.0,109.7,119.5,20191025
28,Dewayne Dedmon,Sacramento Kings,28:01,3,8,0.375,2,5,0.4,3,3,1.0,2,4,6,0,0,1,7,3,11,-24,28:01,0.59,0.5,0.625,0.375,7.3,25.4,13.9,0.0,0.0,4.2,42.9,26.5,68.0,113.0,20191026
29,Harrison Barnes,Sacramento Kings,21:56,3,5,0.6,0,0,0.0,1,1,1.0,0,3,3,1,1,0,0,1,7,-32,21:56,0.643,0.6,0.0,0.2,0.0,24.3,8.9,9.3,2.2,0.0,0.0,11.3,131.0,112.0,20191026
30,De'Aaron Fox,Sacramento Kings,20:00,3,9,0.333,1,3,0.333,2,2,1.0,0,1,1,5,1,0,3,1,9,-27,20:00,0.455,0.389,0.333,0.222,0.0,8.9,3.2,52.6,2.4,0.0,23.3,29.3,83.0,112.0,20191026
31,Buddy Hield,Sacramento Kings,20:00,1,7,0.143,1,3,0.333,0,0,0.0,0,2,2,0,0,0,1,0,3,-29,20:00,0.214,0.214,0.429,0.0,0.0,17.8,6.5,0.0,0.0,0.0,12.5,18.2,38.0,117.0,20191026
32,Nemanja Bjelica,Sacramento Kings,16:53,3,5,0.6,1,2,0.5,0,0,0.0,1,2,3,1,0,0,1,3,7,-17,16:53,0.7,0.7,0.4,0.0,6.0,21.1,11.5,13.2,0.0,0.0,16.7,16.2,116.0,116.0,20191026
33,Cory Joseph,Sacramento Kings,25:01,4,10,0.4,0,0,0.0,0,0,0.0,1,0,1,2,1,0,2,3,8,-10,25:01,0.4,0.4,0.0,0.0,4.1,0.0,2.6,17.2,1.9,0.0,16.7,21.8,74.0,113.0,20191026
34,Bogdan Bogdanović,Sacramento Kings,24:21,3,7,0.429,1,3,0.333,3,4,0.75,0,2,2,2,0,0,0,2,10,-18,24:21,0.571,0.5,0.429,0.571,0.0,14.6,5.3,16.4,0.0,0.0,0.0,16.4,121.0,117.0,20191026
35,Trevor Ariza,Sacramento Kings,23:34,0,2,0.0,0,2,0.0,0,0,0.0,1,4,5,0,1,0,0,2,0,-1,23:34,0.0,0.0,1.0,0.0,4.3,30.2,13.8,0.0,2.0,0.0,0.0,3.9,30.0,112.0,20191026
36,Wenyen Gabriel,Sacramento Kings,20:39,3,9,0.333,1,4,0.25,1,1,1.0,1,2,3,3,0,0,0,1,8,0,20:39,0.424,0.389,0.444,0.111,4.9,17.2,9.4,30.3,0.0,0.0,0.0,20.8,99.0,117.0,20191026
37,Richaun Holmes,Sacramento Kings,15:17,3,5,0.6,0,0,0.0,0,0,0.0,0,1,1,1,1,0,2,2,6,-6,15:17,0.6,0.6,0.0,0.0,0.0,11.6,4.2,15.3,3.2,0.0,28.6,20.8,82.0,110.0,20191026
38,Yogi Ferrell,Sacramento Kings,12:11,2,7,0.286,0,2,0.0,3,4,0.75,0,1,1,1,0,0,1,0,7,3,12:11,0.4,0.286,0.286,0.571,0.0,14.6,5.3,17.8,0.0,0.0,10.2,36.5,78.0,117.0,20191026
39,Justin James,Sacramento Kings,7:25,2,6,0.333,0,2,0.0,1,2,0.5,0,1,1,0,0,1,0,0,5,3,7:25,0.363,0.333,0.333,0.333,0.0,24.0,8.7,0.0,0.0,15.8,0.0,42.2,72.0,104.0,20191026
40,Caleb Swanigan,Sacramento Kings,4:42,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,1,0,-2,4:42,0.0,0.0,0.0,0.0,0.0,75.7,27.6,0.0,0.0,24.9,0.0,9.7,0.0,94.0,20191026
41,Team Totals,Sacramento Kings,240,30,81,0.37,7,26,0.269,14,17,0.824,6,25,31,16,5,3,17,19,81,0,240,0.458,0.414,0.321,0.21,12.8,92.6,41.9,53.3,5.0,7.3,16.1,100.0,81.4,113.6,20191026
42,De'Aaron Fox,Sacramento Kings,36:18,7,17,0.412,3,9,0.333,3,6,0.5,0,3,3,9,1,0,3,2,20,2,36:18,0.509,0.5,0.529,0.353,0.0,7.6,3.9,44.5,1.4,0.0,13.3,27.2,106.0,115.0,20191028
43,Nemanja Bjelica,Sacramento Kings,34:48,4,11,0.364,4,6,0.667,0,0,0.0,3,3,6,3,1,3,1,3,12,-10,34:48,0.545,0.545,0.545,0.0,8.3,8.0,8.1,13.6,1.5,6.7,8.3,15.0,118.0,112.0,20191028
44,Buddy Hield,Sacramento Kings,33:52,2,13,0.154,1,6,0.167,0,0,0.0,1,3,4,4,1,2,5,5,5,-11,33:52,0.192,0.192,0.462,0.0,2.8,8.2,5.6,17.1,1.5,4.6,27.8,23.2,45.0,112.0,20191028
45,Harrison Barnes,Sacramento Kings,32:20,5,12,0.417,0,4,0.0,2,2,1.0,2,6,8,0,0,0,0,0,12,0,32:20,0.466,0.417,0.333,0.167,5.9,17.1,11.6,0.0,0.0,0.0,0.0,17.4,107.0,112.0,20191028
46,Dewayne Dedmon,Sacramento Kings,16:54,2,6,0.333,0,1,0.0,0,0,0.0,3,0,3,0,1,1,1,4,4,-18,16:54,0.333,0.333,0.167,0.0,17.0,0.0,8.4,0.0,3.1,4.6,14.3,18.1,79.0,114.0,20191028
47,Richaun Holmes,Sacramento Kings,30:23,10,14,0.714,0,0,0.0,4,6,0.667,5,8,13,0,0,2,0,5,24,13,30:23,0.721,0.714,0.0,0.429,15.8,24.3,20.1,0.0,0.0,5.1,0.0,23.9,152.0,105.0,20191028
48,Trevor Ariza,Sacramento Kings,22:53,3,5,0.6,3,4,0.75,0,0,0.0,0,5,5,2,1,0,0,0,9,3,22:53,0.9,0.9,0.8,0.0,0.0,20.2,10.3,14.1,2.3,0.0,0.0,9.5,180.0,105.0,20191028
49,Bogdan Bogdanović,Sacramento Kings,19:06,2,12,0.167,1,7,0.143,1,2,0.5,0,5,5,6,1,0,1,1,6,-5,19:06,0.233,0.208,0.583,0.167,0.0,24.2,12.3,48.7,2.7,0.0,7.2,31.7,73.0,102.0,20191028
50,Cory Joseph,Sacramento Kings,13:26,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,1,2,-9,13:26,1.0,1.0,0.0,0.0,7.1,0.0,3.5,11.0,0.0,0.0,50.0,6.5,108.0,123.0,20191028
51,Wenyen Gabriel,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
52,Yogi Ferrell,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
53,Caleb Swanigan,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
54,Justin James,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
55,Team Totals,Sacramento Kings,240,36,91,0.396,12,37,0.324,10,16,0.625,15,33,48,25,6,8,12,21,94,0,240,0.479,0.462,0.407,0.176,30.0,63.5,47.1,69.4,6.5,12.9,10.9,100.0,102.2,109.8,20191028
56,Harrison Barnes,Sacramento Kings,40:28,10,18,0.556,1,4,0.25,1,2,0.5,1,6,7,1,3,0,1,1,22,1,40:28,0.583,0.583,0.222,0.111,2.6,18.2,9.8,3.7,3.5,0.0,5.0,20.3,113.0,114.0,20191030
57,Buddy Hield,Sacramento Kings,37:40,8,22,0.364,7,16,0.438,0,0,0.0,0,1,1,4,2,0,2,4,23,-7,37:40,0.523,0.523,0.727,0.0,0.0,3.3,1.5,15.1,2.5,0.0,8.3,26.3,102.0,119.0,20191030
58,De'Aaron Fox,Sacramento Kings,36:16,6,16,0.375,1,5,0.2,3,3,1.0,1,6,7,10,2,1,5,3,16,2,36:16,0.462,0.406,0.313,0.188,2.9,20.4,10.9,36.7,2.6,2.5,22.4,25.4,95.0,114.0,20191030
59,Richaun Holmes,Sacramento Kings,35:17,8,10,0.8,0,0,0.0,1,2,0.5,4,5,9,2,2,3,4,4,17,3,35:17,0.781,0.8,0.0,0.2,11.8,17.4,14.4,8.2,2.7,7.8,26.9,17.4,118.0,111.0,20191030
60,Nemanja Bjelica,Sacramento Kings,24:48,5,6,0.833,1,2,0.5,0,0,0.0,1,3,4,0,1,0,1,3,11,-6,24:48,0.917,0.917,0.333,0.0,4.2,14.9,9.1,0.0,1.9,0.0,14.3,11.7,146.0,119.0,20191030
61,Bogdan Bogdanović,Sacramento Kings,25:36,4,14,0.286,2,11,0.182,2,3,0.667,1,1,2,5,1,0,0,2,12,-7,25:36,0.392,0.357,0.786,0.214,4.1,4.8,4.4,25.7,1.8,0.0,0.0,24.7,102.0,121.0,20191030
62,Trevor Ariza,Sacramento Kings,21:02,1,4,0.25,1,4,0.25,0,0,0.0,1,5,6,2,0,0,0,1,3,-16,21:02,0.375,0.375,1.0,0.0,5.0,29.3,16.1,10.9,0.0,0.0,0.0,7.9,111.0,120.0,20191030
63,Cory Joseph,Sacramento Kings,11:44,2,5,0.4,1,3,0.333,0,0,0.0,0,1,1,2,0,0,1,1,5,-9,11:44,0.5,0.5,0.6,0.0,0.0,10.5,4.8,22.8,0.0,0.0,16.7,21.1,96.0,124.0,20191030
64,Dewayne Dedmon,Sacramento Kings,4:13,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-4,4:13,0.0,0.0,0.0,0.0,0.0,29.2,13.4,0.0,0.0,0.0,0.0,0.0,0.0,120.0,20191030
65,Wenyen Gabriel,Sacramento Kings,2:56,0,1,0.0,0,1,0.0,2,2,1.0,1,0,1,0,0,1,1,0,2,8,2:56,0.532,0.0,1.0,2.0,35.6,0.0,19.3,0.0,0.0,31.5,34.7,40.5,91.0,105.0,20191030
66,Justin James,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
67,Yogi Ferrell,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
68,Caleb Swanigan,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
69,Team Totals,Sacramento Kings,240,44,96,0.458,14,46,0.304,9,12,0.75,10,29,39,26,11,5,15,19,111,0,240,0.548,0.531,0.479,0.125,21.7,74.4,45.9,59.1,10.8,9.6,12.9,100.0,109.4,116.3,20191030
70,De'Aaron Fox,Sacramento Kings,36:49,8,17,0.471,0,1,0.0,9,12,0.75,2,3,5,4,0,1,3,2,25,7,36:49,0.561,0.471,0.059,0.706,6.4,11.9,8.8,17.1,0.0,2.9,11.9,30.7,115.0,112.0,20191101
71,Harrison Barnes,Sacramento Kings,31:29,6,13,0.462,1,3,0.333,0,0,0.0,4,2,6,3,3,0,2,2,13,-10,31:29,0.5,0.5,0.231,0.0,14.9,9.2,12.4,14.4,4.9,0.0,13.3,21.3,109.0,103.0,20191101
72,Buddy Hield,Sacramento Kings,29:45,9,16,0.563,0,5,0.0,0,0,0.0,1,4,5,1,1,0,4,3,18,9,29:45,0.563,0.563,0.313,0.0,3.9,19.6,10.9,6.1,1.7,0.0,20.0,30.0,94.0,108.0,20191101
73,Nemanja Bjelica,Sacramento Kings,25:48,4,8,0.5,3,6,0.5,0,0,0.0,1,5,6,3,1,0,1,2,11,14,25:48,0.688,0.688,0.75,0.0,4.5,28.2,15.1,16.6,2.0,0.0,11.1,15.6,138.0,107.0,20191101
74,Richaun Holmes,Sacramento Kings,20:15,4,6,0.667,0,0,0.0,0,0,0.0,1,1,2,1,2,0,1,4,8,-12,20:15,0.667,0.667,0.0,0.0,5.8,7.2,6.4,7.5,5.0,0.0,14.3,15.4,123.0,102.0,20191101
75,Trevor Ariza,Sacramento Kings,32:24,0,0,0.0,0,0,0.0,0,0,0.0,0,5,5,1,1,0,0,1,0,-2,32:24,0.0,0.0,0.0,0.0,0.0,22.4,10.0,3.6,1.6,0.0,0.0,0.0,220.0,109.0,20191101
76,Dewayne Dedmon,Sacramento Kings,27:15,4,10,0.4,1,6,0.167,1,1,1.0,2,5,7,1,0,2,1,5,10,11,27:15,0.479,0.45,0.6,0.1,8.6,26.7,16.7,5.2,0.0,7.8,8.7,18.7,105.0,105.0,20191101
77,Bogdan Bogdanović,Sacramento Kings,25:00,5,8,0.625,3,6,0.5,1,3,0.333,0,2,2,1,0,0,2,3,14,-1,25:00,0.751,0.813,0.75,0.375,0.0,11.6,5.2,6.1,0.0,0.0,17.7,20.2,123.0,113.0,20191101
78,Cory Joseph,Sacramento Kings,11:15,1,6,0.167,0,2,0.0,1,1,1.0,0,0,0,0,0,0,2,1,3,-11,11:15,0.233,0.167,0.333,0.167,0.0,0.0,0.0,0.0,0.0,0.0,23.7,33.5,40.0,115.0,20191101
79,Yogi Ferrell,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
80,Justin James,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
81,Wenyen Gabriel,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
82,Caleb Swanigan,Sacramento Kings,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
83,Team Totals,Sacramento Kings,240,41,84,0.488,8,29,0.276,12,17,0.706,11,27,38,15,8,3,16,23,102,0,240,0.557,0.536,0.345,0.202,26.8,81.8,51.4,36.6,8.5,6.7,14.9,100.0,108.6,107.5,20191101
84,Harrison Barnes,Sacramento Kings,39:35,6,12,0.5,3,7,0.429,4,4,1.0,0,4,4,1,1,1,0,2,19,28,39:35,0.69,0.625,0.583,0.333,0.0,9.9,5.5,3.6,1.3,2.5,0.0,15.2,146.0,98.0,20191103
85,De'Aaron Fox,Sacramento Kings,34:47,8,18,0.444,1,3,0.333,7,10,0.7,0,2,2,6,1,1,3,5,24,17,34:47,0.536,0.472,0.167,0.556,0.0,5.6,3.1,27.6,1.4,2.8,11.8,31.9,110.0,98.0,20191103
86,Buddy Hield,Sacramento Kings,30:29,8,16,0.5,5,11,0.455,1,3,0.333,0,4,4,1,1,1,1,3,22,26,30:29,0.635,0.656,0.688,0.188,0.0,12.9,7.2,5.5,1.6,3.2,5.5,26.2,118.0,95.0,20191103
87,Richaun Holmes,Sacramento Kings,29:40,6,8,0.75,0,0,0.0,2,2,1.0,4,6,10,3,0,1,1,4,14,21,29:40,0.788,0.75,0.0,0.25,16.6,19.8,18.4,15.5,0.0,3.3,10.1,14.5,160.0,97.0,20191103
88,Nemanja Bjelica,Sacramento Kings,24:08,4,5,0.8,2,3,0.667,0,0,0.0,2,7,9,6,1,0,2,4,10,21,24:08,1.0,1.0,0.6,0.0,10.2,28.4,20.3,36.1,2.1,0.0,28.6,12.7,158.0,92.0,20191103
89,Trevor Ariza,Sacramento Kings,24:46,3,8,0.375,2,6,0.333,0,0,0.0,0,5,5,0,0,0,0,2,8,4,24:46,0.5,0.5,0.75,0.0,0.0,19.8,11.0,0.0,0.0,0.0,0.0,14.1,104.0,99.0,20191103
90,Bogdan Bogdanović,Sacramento Kings,19:09,2,8,0.25,2,7,0.286,0,0,0.0,0,3,3,3,1,0,2,3,6,-7,19:09,0.375,0.375,0.875,0.0,0.0,15.3,8.5,20.9,2.6,0.0,20.0,22.8,79.0,94.0,20191103
91,Dewayne Dedmon,Sacramento Kings,14:40,1,3,0.333,0,1,0.0,0,0,0.0,3,5,8,3,1,1,2,3,2,0,14:40,0.333,0.333,0.333,0.0,25.2,33.4,29.8,26.0,3.4,6.7,40.0,14.9,96.0,83.0,20191103
92,Cory Joseph,Sacramento Kings,11:17,2,5,0.4,0,1,0.0,2,2,1.0,1,2,3,1,0,0,1,0,6,5,11:17,0.51,0.4,0.2,0.4,10.9,17.4,14.5,13.1,0.0,0.0,14.5,26.6,106.0,100.0,20191103
93,Wenyen Gabriel,Sacramento Kings,5:41,0,1,0.0,0,0,0.0,0,2,0.0,0,1,1,0,0,0,0,2,0,-7,5:41,0.0,0.0,0.0,2.0,0.0,17.2,9.6,0.0,0.0,0.0,0.0,14.4,0.0,98.0,20191103
94,Caleb Swanigan,Sacramento Kings,1:56,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,2,-1,1:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,20191103
95,Yogi Ferrell,Sacramento Kings,1:56,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1:56,0.0,0.0,0.0,0.0,0.0,50.7,28.2,60.6,25.7,0.0,0.0,19.9,59.0,35.0,20191103
96,Justin James,Sacramento Kings,1:56,0,0,0.0,0,0,0.0,0,2,0.0,0,1,1,1,1,0,0,0,0,-1,1:56,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,67.7,38.0,102.0,20191103
97,Team Totals,Sacramento Kings,240,41,85,0.482,15,39,0.385,16,25,0.64,10,40,50,25,7,5,14,29,113,0,240,0.589,0.571,0.459,0.294,25.6,81.6,56.8,61.0,7.3,10.2,12.7,100.0,117.2,95.4,20191103
98,Harrison Barnes,Sacramento Kings,38:32,7,15,0.467,4,9,0.444,8,10,0.8,1,3,4,3,0,1,0,2,26,8,38:32,0.67,0.6,0.6,0.667,2.7,11.3,6.2,11.2,0.0,2.5,0.0,20.4,150.0,126.0,20191106
99,De'Aaron Fox,Sacramento Kings,33:45,7,16,0.438,1,3,0.333,2,5,0.4,1,6,7,10,1,1,7,3,17,-8,33:45,0.467,0.469,0.188,0.313,3.0,25.9,12.4,44.4,1.4,2.9,27.8,30.3,91.0,122.0,20191106
100,Buddy Hield,Sacramento Kings,31:40,7,16,0.438,5,7,0.714,2,2,1.0,1,7,8,0,1,1,2,2,21,-14,31:40,0.622,0.594,0.438,0.125,3.2,32.2,15.2,0.0,1.5,3.1,10.6,24.2,113.0,121.0,20191106
101,Richaun Holmes,Sacramento Kings,30:48,4,8,0.5,0,0,0.0,0,0,0.0,3,5,8,0,1,2,0,5,8,5,30:48,0.5,0.5,0.0,0.0,9.9,23.6,15.6,0.0,1.5,6.4,0.0,10.5,121.0,118.0,20191106
102,Nemanja Bjelica,Sacramento Kings,16:24,2,7,0.286,1,4,0.25,0,0,0.0,1,1,2,1,1,0,0,0,5,-9,16:24,0.357,0.357,0.571,0.0,6.2,8.9,7.3,8.1,2.9,0.0,0.0,17.3,94.0,122.0,20191106
