,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
35,Kelly Olynyk,Miami Heat,13:01,1,5,0.2,0,3,0.0,0,0,0.0,1,1,2,1,0,0,1,1,2,-10,13:01,0.2,0.2,0.6,0.0,9.5,7.7,8.5,9.6,0.0,0.0,16.7,19.6,56.0,119.0,20191027
36,Chris Silva,Miami Heat,11:10,0,0,0.0,0,0,0.0,2,2,1.0,2,1,3,1,0,2,1,3,2,3,11:10,1.136,0.0,0.0,0.0,22.0,9.0,14.8,10.2,0.0,18.7,53.2,7.2,151.0,110.0,20191027
37,KZ Okpala,Miami Heat,1:28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,20191027
38,Daryl Macon,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
39,Udonis Haslem,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
40,Team Totals,Miami Heat,240,42,85,0.494,15,36,0.417,10,15,0.667,7,34,41,25,7,9,21,23,109,0,240,0.595,0.582,0.424,0.176,17.9,70.8,47.1,59.5,6.7,19.6,18.7,100.0,105.0,111.7,20191027
41,Bam Adebayo,Miami Heat,32:44,4,7,0.571,0,0,0.0,9,10,0.9,2,8,10,3,2,3,2,4,17,27,32:44,0.746,0.571,0.0,1.429,7.9,26.1,17.9,16.2,2.9,10.0,14.9,16.5,147.0,87.0,20191029
42,Jimmy Butler,Miami Heat,30:40,5,11,0.455,1,2,0.5,10,15,0.667,4,1,5,2,3,0,4,1,21,15,30:40,0.597,0.5,0.182,1.364,16.9,3.5,9.5,12.4,4.6,0.0,18.5,28.5,114.0,95.0,20191029
43,Justise Winslow,Miami Heat,30:12,1,7,0.143,0,3,0.0,0,0,0.0,1,5,6,3,2,0,4,3,2,10,30:12,0.143,0.143,0.429,0.0,4.3,17.7,11.6,15.2,3.1,0.0,36.4,14.7,45.0,94.0,20191029
44,Kendrick Nunn,Miami Heat,29:40,7,18,0.389,3,6,0.5,0,0,0.0,0,0,0,3,1,0,3,1,17,14,29:40,0.472,0.472,0.333,0.0,0.0,0.0,0.0,22.4,1.6,0.0,14.3,28.6,96.0,102.0,20191029
45,Meyers Leonard,Miami Heat,24:43,1,2,0.5,1,2,0.5,0,0,0.0,1,8,9,2,0,3,2,1,3,13,24:43,0.75,0.75,1.0,0.0,5.2,34.5,21.3,12.5,0.0,13.2,50.0,6.5,97.0,90.0,20191029
46,Goran Dragić,Miami Heat,29:40,7,12,0.583,5,9,0.556,2,4,0.5,0,3,3,3,0,0,3,5,21,-1,29:40,0.763,0.792,0.75,0.333,0.0,10.8,5.9,22.4,0.0,0.0,17.9,22.8,128.0,102.0,20191029
47,Tyler Herro,Miami Heat,29:07,7,9,0.778,3,4,0.75,12,16,0.75,0,7,7,2,0,0,2,0,29,9,29:07,0.904,0.944,0.444,1.778,0.0,25.6,14.1,15.4,0.0,0.0,11.1,25.0,164.0,99.0,20191029
48,Kelly Olynyk,Miami Heat,18:05,0,5,0.0,0,5,0.0,0,0,0.0,1,2,3,0,1,0,3,4,0,-1,18:05,0.0,0.0,1.0,0.0,7.2,11.8,9.7,0.0,2.6,0.0,37.5,17.9,9.0,96.0,20191029
49,Chris Silva,Miami Heat,13:42,1,2,0.5,0,0,0.0,0,0,0.0,4,1,5,1,2,0,3,3,2,-12,13:42,0.5,0.5,0.0,0.0,37.9,7.8,21.4,11.9,6.9,0.0,60.0,14.7,78.0,88.0,20191029
50,Duncan Robinson,Miami Heat,1:27,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1:27,0.0,0.0,0.0,0.0,0.0,73.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,88.0,20191029
51,Udonis Haslem,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191029
52,Derrick Jones Jr.,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191029
53,KZ Okpala,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191029
54,Team Totals,Miami Heat,240,33,73,0.452,13,31,0.419,33,45,0.733,13,36,49,19,11,6,26,22,112,0,240,0.603,0.541,0.425,0.616,35.1,80.0,59.8,57.6,10.8,13.6,21.9,100.0,109.6,95.0,20191029
55,Bam Adebayo,Miami Heat,35:44,4,5,0.8,1,1,1.0,3,7,0.429,2,4,6,7,1,2,0,3,12,7,35:44,0.743,0.9,0.2,1.4,6.2,11.2,8.9,27.2,1.4,5.0,0.0,10.3,170.0,104.0,20191031
56,Jimmy Butler,Miami Heat,35:11,2,10,0.2,0,2,0.0,1,2,0.5,1,8,9,11,6,3,4,1,5,21,35:11,0.23,0.2,0.2,0.2,3.2,22.7,13.5,40.3,8.6,7.6,26.9,19.3,78.0,83.0,20191031
57,Kendrick Nunn,Miami Heat,33:04,10,15,0.667,4,6,0.667,4,4,1.0,0,2,2,0,2,0,3,3,28,7,33:04,0.835,0.8,0.4,0.267,0.0,6.0,3.2,0.0,3.0,0.0,15.2,27.2,127.0,105.0,20191031
58,Duncan Robinson,Miami Heat,26:53,5,10,0.5,2,6,0.333,0,0,0.0,0,3,3,0,0,0,1,1,12,-3,26:53,0.6,0.6,0.6,0.0,0.0,11.2,5.9,0.0,0.0,0.0,9.1,18.6,99.0,110.0,20191031
59,Meyers Leonard,Miami Heat,25:29,6,10,0.6,3,4,0.75,1,2,0.5,0,8,8,2,0,2,0,3,16,18,25:29,0.735,0.75,0.4,0.2,0.0,31.4,16.6,13.1,0.0,7.0,0.0,19.5,143.0,97.0,20191031
60,Tyler Herro,Miami Heat,30:27,7,16,0.438,3,9,0.333,0,0,0.0,1,3,4,3,1,0,1,1,17,-1,30:27,0.531,0.531,0.563,0.0,3.7,9.9,6.9,16.3,1.7,0.0,5.9,25.4,106.0,107.0,20191031
61,Kelly Olynyk,Miami Heat,22:01,2,8,0.25,1,6,0.167,1,2,0.5,3,3,6,2,1,1,0,1,6,-10,22:01,0.338,0.313,0.75,0.25,15.2,13.6,14.4,12.2,2.3,4.0,0.0,18.4,100.0,102.0,20191031
62,Goran Dragić,Miami Heat,19:24,1,5,0.2,0,3,0.0,2,2,1.0,0,1,1,3,0,0,3,2,4,4,19:24,0.34,0.2,0.6,0.4,0.0,5.2,2.7,19.8,0.0,0.0,33.8,20.9,65.0,112.0,20191031
63,Chris Silva,Miami Heat,11:47,3,5,0.6,0,0,0.0,0,0,0.0,2,0,2,1,1,1,1,3,6,2,11:47,0.6,0.6,0.0,0.0,18.9,0.0,9.0,14.7,4.3,7.5,16.7,23.2,113.0,101.0,20191031
64,Udonis Haslem,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191031
65,Justise Winslow,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191031
66,James Johnson,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191031
67,Team Totals,Miami Heat,240,40,84,0.476,14,37,0.378,12,19,0.632,9,32,41,29,12,9,13,18,106,0,240,0.574,0.56,0.44,0.226,20.9,66.7,45.1,72.5,12.6,16.7,12.3,100.0,111.2,101.8,20191031
68,Duncan Robinson,Miami Heat,35:57,8,12,0.667,7,11,0.636,0,0,0.0,0,6,6,1,0,2,1,0,23,20,35:57,0.958,0.958,0.917,0.0,0.0,17.8,9.5,3.7,0.0,8.6,7.7,15.3,144.0,97.0,20191103
69,Meyers Leonard,Miami Heat,27:42,9,11,0.818,1,2,0.5,2,3,0.667,0,4,4,1,3,1,1,4,21,29,27:42,0.852,0.864,0.182,0.273,0.0,15.4,8.3,5.5,4.8,5.6,7.5,20.3,145.0,87.0,20191103
70,Jimmy Butler,Miami Heat,27:27,7,15,0.467,2,6,0.333,2,3,0.667,2,5,7,9,4,1,1,2,18,29,27:27,0.551,0.533,0.4,0.2,9.0,19.4,14.6,45.3,6.5,5.6,5.8,26.6,128.0,83.0,20191103
71,Bam Adebayo,Miami Heat,25:55,3,5,0.6,0,1,0.0,2,4,0.5,1,4,5,5,2,1,4,3,8,15,25:55,0.592,0.6,0.2,0.8,4.7,16.5,11.0,22.3,3.4,6.0,37.2,17.5,96.0,90.0,20191103
72,Kendrick Nunn,Miami Heat,19:09,2,10,0.2,1,5,0.2,0,0,0.0,0,1,1,5,1,0,2,4,5,18,19:09,0.25,0.25,0.5,0.0,0.0,5.6,3.0,29.8,2.3,0.0,16.7,26.5,67.0,97.0,20191103
73,Tyler Herro,Miami Heat,34:38,3,10,0.3,2,5,0.4,4,4,1.0,1,6,7,7,1,0,1,1,12,2,34:38,0.51,0.4,0.5,0.4,3.6,18.5,11.5,22.6,1.3,0.0,7.8,15.6,122.0,98.0,20191103
74,Goran Dragić,Miami Heat,27:42,5,9,0.556,3,6,0.5,2,2,1.0,0,2,2,4,2,0,2,1,15,13,27:42,0.759,0.722,0.667,0.222,0.0,7.7,4.1,18.1,3.2,0.0,16.8,18.1,125.0,95.0,20191103
75,James Johnson,Miami Heat,22:05,7,12,0.583,2,5,0.4,1,2,0.5,0,4,4,3,0,0,1,1,17,14,22:05,0.66,0.667,0.417,0.167,0.0,19.3,10.4,20.5,0.0,0.0,7.2,26.5,118.0,101.0,20191103
76,Kelly Olynyk,Miami Heat,14:13,2,4,0.5,0,0,0.0,2,2,1.0,0,8,8,3,1,1,1,4,6,9,14:13,0.615,0.5,0.0,0.5,0.0,60.0,32.2,25.2,3.1,10.9,17.0,17.5,121.0,82.0,20191103
77,Chris Silva,Miami Heat,5:12,1,1,1.0,0,0,0.0,2,2,1.0,1,1,2,0,0,1,1,1,4,-4,5:12,1.064,1.0,0.0,2.0,23.7,20.5,22.0,0.0,0.0,29.8,34.7,23.4,145.0,85.0,20191103
78,Justise Winslow,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191103
79,Dion Waiters,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191103
80,Udonis Haslem,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191103
81,Team Totals,Miami Heat,240,47,89,0.528,18,41,0.439,17,22,0.773,5,41,46,38,14,7,15,21,129,0,240,0.654,0.629,0.461,0.247,12.8,91.1,54.8,80.9,13.0,22.6,13.2,100.0,119.5,92.6,20191103
82,Kendrick Nunn,Miami Heat,32:54,4,14,0.286,2,8,0.25,1,3,0.333,0,2,2,4,2,0,0,2,11,-14,32:54,0.359,0.357,0.571,0.214,0.0,7.3,3.2,22.3,3.0,0.0,0.0,20.0,87.0,112.0,20191105
83,Justise Winslow,Miami Heat,30:21,5,11,0.455,0,2,0.0,0,0,0.0,1,5,6,1,0,0,2,4,10,-4,30:21,0.455,0.455,0.182,0.0,3.1,19.8,10.4,6.6,0.0,0.0,15.4,18.4,80.0,115.0,20191105
84,Jimmy Butler,Miami Heat,29:18,3,12,0.25,0,3,0.0,10,12,0.833,4,3,7,4,2,0,3,0,16,-23,29:18,0.463,0.25,0.25,1.0,12.8,12.3,12.6,24.2,3.3,0.0,14.8,29.7,100.0,110.0,20191105
85,Bam Adebayo,Miami Heat,24:55,2,9,0.222,0,0,0.0,2,5,0.4,3,8,11,3,0,2,1,2,6,-19,24:55,0.268,0.222,0.0,0.556,11.3,38.5,23.3,20.5,0.0,6.1,8.2,21.0,74.0,107.0,20191105
86,Meyers Leonard,Miami Heat,17:59,4,7,0.571,1,1,1.0,1,1,1.0,0,0,0,1,0,0,1,3,10,-15,17:59,0.672,0.643,0.143,0.143,0.0,0.0,0.0,12.5,0.0,0.0,11.8,20.1,114.0,119.0,20191105
87,Goran Dragić,Miami Heat,25:04,3,7,0.429,2,3,0.667,1,2,0.5,0,1,1,7,0,1,3,1,9,-10,25:04,0.571,0.571,0.429,0.286,0.0,4.8,2.1,51.1,0.0,3.0,27.6,18.6,99.0,116.0,20191105
88,Kelly Olynyk,Miami Heat,23:47,4,8,0.5,4,5,0.8,1,2,0.5,1,6,7,1,2,1,0,4,13,-8,23:47,0.732,0.75,0.625,0.25,4.0,30.3,15.5,8.4,4.1,3.2,0.0,16.0,143.0,102.0,20191105
89,Derrick Jones Jr.,Miami Heat,16:51,4,8,0.5,0,2,0.0,0,0,0.0,1,0,1,0,2,0,0,2,8,-4,16:51,0.5,0.5,0.25,0.0,5.6,0.0,3.1,0.0,5.8,0.0,0.0,20.3,103.0,107.0,20191105
90,Tyler Herro,Miami Heat,15:06,1,4,0.25,0,1,0.0,0,0,0.0,0,3,3,1,1,0,3,1,2,-6,15:06,0.25,0.25,0.25,0.0,0.0,23.8,10.5,11.0,3.2,0.0,42.9,19.9,34.0,108.0,20191105
91,Duncan Robinson,Miami Heat,11:17,1,6,0.167,0,4,0.0,0,0,0.0,1,1,2,0,0,0,0,1,2,-3,11:17,0.167,0.167,0.667,0.0,8.3,10.6,9.3,0.0,0.0,0.0,0.0,22.8,47.0,117.0,20191105
92,Chris Silva,Miami Heat,6:14,1,2,0.5,0,0,0.0,0,0,0.0,2,1,3,1,0,1,0,1,2,3,6:14,0.0,0.0,0.0,0.0,0.0,19.3,8.5,0.0,23.4,0.0,0.0,0.0,0.0,67.0,20191105
93,James Johnson,Miami Heat,6:14,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,3,0,0,0,0,3,6:14,0.5,0.5,0.0,0.0,30.2,19.3,25.4,31.7,0.0,12.2,0.0,13.8,139.0,105.0,20191105
94,Udonis Haslem,Miami Heat,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191105
95,Team Totals,Miami Heat,240,32,88,0.364,9,29,0.31,16,25,0.64,13,31,44,23,12,5,13,21,89,0,240,0.449,0.415,0.33,0.284,25.5,77.5,48.4,71.9,12.2,7.9,11.6,100.0,90.2,110.5,20191105
96,Bam Adebayo,Miami Heat,34:57,6,9,0.667,0,1,0.0,3,6,0.5,2,8,10,6,5,1,2,3,15,1,34:57,0.644,0.667,0.111,0.667,7.8,23.9,17.0,22.4,6.9,2.6,14.7,17.7,132.0,95.0,20191107
97,Jimmy Butler,Miami Heat,33:59,11,16,0.688,2,2,1.0,10,10,1.0,1,4,5,4,0,0,1,4,34,-3,33:59,0.833,0.75,0.125,0.625,4.0,12.3,8.7,19.2,0.0,0.0,4.7,28.6,167.0,115.0,20191107
98,Duncan Robinson,Miami Heat,27:37,1,5,0.2,1,4,0.25,3,3,1.0,0,6,6,1,1,1,0,4,6,29,27:37,0.475,0.3,0.8,0.6,0.0,22.7,12.9,4.0,1.8,3.3,0.0,10.4,109.0,106.0,20191107
99,Kendrick Nunn,Miami Heat,22:27,5,9,0.556,1,4,0.25,0,0,0.0,0,2,2,0,0,1,2,1,11,-2,22:27,0.611,0.611,0.444,0.0,0.0,9.3,5.3,0.0,0.0,4.1,18.2,22.3,93.0,113.0,20191107
100,Meyers Leonard,Miami Heat,13:02,2,4,0.5,2,2,1.0,0,0,0.0,0,0,0,0,0,0,1,4,6,-1,13:02,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.4,107.0,118.0,20191107
101,Goran Dragić,Miami Heat,31:02,9,16,0.563,5,7,0.714,2,3,0.667,1,5,6,4,0,0,2,1,25,10,31:02,0.722,0.719,0.438,0.188,4.4,16.8,11.5,19.9,0.0,0.0,10.4,28.3,134.0,114.0,20191107
102,Tyler Herro,Miami Heat,28:55,6,12,0.5,3,4,0.75,0,0,0.0,0,2,2,2,1,0,0,1,15,14,28:55,0.625,0.625,0.333,0.0,0.0,7.2,4.1,9.5,1.7,0.0,0.0,18.9,128.0,113.0,20191107
103,Kelly Olynyk,Miami Heat,23:37,3,6,0.5,1,3,0.333,0,0,0.0,0,5,5,3,2,0,2,5,7,15,23:37,0.583,0.583,0.5,0.0,0.0,22.1,12.5,15.7,4.1,0.0,25.0,15.4,100.0,103.0,20191107
104,James Johnson,Miami Heat,14:32,1,2,0.5,0,1,0.0,1,2,0.5,0,1,1,0,0,2,2,3,3,11,14:32,0.521,0.5,0.5,1.0,0.0,7.2,4.1,0.0,0.0,12.7,41.0,15.3,59.0,108.0,20191107
105,Derrick Jones Jr.,Miami Heat,9:10,1,3,0.333,0,0,0.0,0,0,0.0,1,3,4,2,0,0,1,2,2,6,9:10,0.333,0.333,0.0,0.0,15.0,34.2,25.9,26.3,0.0,0.0,25.0,19.8,92.0,109.0,20191107
