,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
13,Stephen Curry,Golden State Warriors,30:08,7,18,0.389,2,9,0.222,7,7,1.0,2,6,8,5,0,0,2,0,23,-30,30:08,0.546,0.444,0.5,0.389,5.9,27.3,14.3,42.3,0.0,0.0,8.7,30.7,112.0,122.0,20191027
14,Draymond Green,Golden State Warriors,23:57,4,9,0.444,1,4,0.25,1,1,1.0,0,5,5,2,2,0,1,2,10,-23,23:57,0.53,0.5,0.444,0.111,0.0,28.6,11.3,18.2,3.9,0.0,9.6,17.5,101.0,112.0,20191027
15,Marquese Chriss,Golden State Warriors,23:10,3,7,0.429,0,1,0.0,4,6,0.667,2,2,4,3,4,0,3,3,10,-28,23:10,0.519,0.429,0.143,0.857,7.7,11.8,9.3,26.1,8.1,0.0,23.7,21.9,92.0,105.0,20191027
16,D'Angelo Russell,Golden State Warriors,22:23,3,10,0.3,0,1,0.0,0,0,0.0,0,1,1,2,0,0,2,2,6,-23,22:23,0.3,0.3,0.1,0.0,0.0,6.1,2.4,18.2,0.0,0.0,16.7,21.5,57.0,125.0,20191027
17,Glenn Robinson III,Golden State Warriors,20:46,1,7,0.143,0,3,0.0,1,2,0.5,4,2,6,0,2,0,2,1,3,-29,20:46,0.19,0.143,0.429,0.286,17.1,13.2,15.6,0.0,4.5,0.0,20.2,19.1,52.0,113.0,20191027
18,Omari Spellman,Golden State Warriors,24:49,4,10,0.4,1,3,0.333,0,0,0.0,3,4,7,2,3,2,1,2,9,1,24:49,0.45,0.45,0.3,0.0,10.7,22.1,15.2,17.4,5.7,8.4,9.1,17.8,97.0,104.0,20191027
19,Eric Paschall,Golden State Warriors,24:04,4,6,0.667,0,1,0.0,2,2,1.0,1,2,3,1,0,0,0,1,10,-6,24:04,0.727,0.667,0.167,0.333,3.7,11.4,6.7,9.1,0.0,0.0,0.0,11.5,153.0,124.0,20191027
20,Jordan Poole,Golden State Warriors,23:27,1,9,0.111,1,5,0.2,3,3,1.0,0,2,2,1,1,0,2,1,6,4,23:27,0.291,0.167,0.556,0.333,0.0,11.7,4.6,7.3,2.0,0.0,16.2,21.1,57.0,120.0,20191027
21,Jacob Evans,Golden State Warriors,18:15,0,3,0.0,0,2,0.0,4,4,1.0,0,0,0,1,0,0,1,1,4,-13,18:15,0.42,0.0,0.667,1.333,0.0,0.0,0.0,8.8,0.0,0.0,17.4,12.7,83.0,126.0,20191027
22,Damion Lee,Golden State Warriors,17:01,1,5,0.2,0,3,0.0,4,5,0.8,0,3,3,0,1,0,0,2,6,-2,17:01,0.417,0.2,0.6,1.0,0.0,24.2,9.5,0.0,2.8,0.0,0.0,17.0,95.0,116.0,20191027
23,Ky Bowman,Golden State Warriors,12:00,2,8,0.25,0,1,0.0,1,1,1.0,0,0,0,0,0,0,0,0,5,9,12:00,0.296,0.25,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,65.0,126.0,20191027
24,Team Totals,Golden State Warriors,240,30,92,0.326,5,33,0.152,27,31,0.871,12,27,39,17,13,2,14,15,92,0,240,0.435,0.353,0.359,0.337,22.2,77.1,43.8,56.7,12.7,4.3,11.7,100.0,89.7,117.0,20191027
25,Draymond Green,Golden State Warriors,33:53,7,12,0.583,0,1,0.0,2,3,0.667,3,14,17,10,2,0,4,1,16,36,33:53,0.601,0.583,0.083,0.25,8.7,37.4,23.6,34.5,2.5,0.0,23.1,18.5,121.0,103.0,20191028
26,D'Angelo Russell,Golden State Warriors,33:39,9,21,0.429,3,11,0.273,3,6,0.5,1,6,7,8,0,0,3,1,24,12,33:39,0.508,0.5,0.524,0.286,2.9,16.1,9.8,29.9,0.0,0.0,11.3,28.7,112.0,113.0,20191028
27,Stephen Curry,Golden State Warriors,31:00,9,17,0.529,4,10,0.4,4,4,1.0,1,2,3,11,3,0,1,5,26,32,31:00,0.693,0.647,0.588,0.235,3.2,5.8,4.6,46.0,4.1,0.0,5.1,23.1,159.0,106.0,20191028
28,Glenn Robinson III,Golden State Warriors,30:58,5,13,0.385,0,1,0.0,2,2,1.0,4,5,9,2,1,1,0,0,12,30,30:58,0.432,0.385,0.077,0.154,12.7,14.6,13.7,7.2,1.4,2.8,0.0,16.2,121.0,109.0,20191028
29,Jordan Poole,Golden State Warriors,26:26,4,10,0.4,3,5,0.6,2,2,1.0,0,1,1,0,2,0,1,5,13,-21,26:26,0.597,0.55,0.5,0.2,0.0,3.4,1.8,0.0,3.2,0.0,8.4,16.3,119.0,108.0,20191028
30,Damion Lee,Golden State Warriors,27:52,8,14,0.571,4,6,0.667,3,3,1.0,5,6,11,2,0,0,2,4,23,10,27:52,0.751,0.714,0.429,0.214,17.6,19.5,18.6,9.3,0.0,0.0,11.5,22.5,145.0,112.0,20191028
31,Eric Paschall,Golden State Warriors,19:17,4,5,0.8,0,0,0.0,0,0,0.0,1,1,2,3,0,0,3,0,8,-22,19:17,0.8,0.8,0.0,0.0,5.1,4.7,4.9,18.2,0.0,0.0,37.5,15.0,104.0,116.0,20191028
32,Omari Spellman,Golden State Warriors,17:29,3,7,0.429,0,1,0.0,2,4,0.5,4,4,8,1,0,1,3,2,8,-7,17:29,0.457,0.429,0.143,0.571,22.4,20.7,21.5,6.4,0.0,4.9,25.5,24.4,89.0,108.0,20191028
33,Marquese Chriss,Golden State Warriors,8:34,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,3,4,-1,8:34,0.667,0.667,0.0,0.0,0.0,21.1,11.0,0.0,0.0,0.0,0.0,12.7,137.0,110.0,20191028
34,Ky Bowman,Golden State Warriors,7:37,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-12,7:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,14.3,0.0,116.0,20191028
35,Jacob Evans,Golden State Warriors,3:14,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-2,3:14,0.0,0.0,0.0,0.0,0.0,28.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,111.0,20191028
36,Team Totals,Golden State Warriors,240,51,104,0.49,14,35,0.4,18,24,0.75,19,42,61,37,8,2,18,22,134,0,240,0.585,0.558,0.337,0.231,38.8,79.2,59.8,72.5,7.1,3.6,13.6,100.0,119.5,109.7,20191028
37,Eric Paschall,Golden State Warriors,37:33,7,9,0.778,0,0,0.0,6,6,1.0,1,2,3,0,1,2,0,2,20,19,37:33,0.859,0.778,0.0,0.667,3.3,5.2,4.4,0.0,1.2,4.3,0.0,12.8,177.0,117.0,20191030
38,Glenn Robinson III,Golden State Warriors,31:03,6,10,0.6,1,2,0.5,4,4,1.0,0,2,2,1,1,1,2,3,17,-7,31:03,0.723,0.65,0.2,0.4,0.0,6.3,3.5,5.8,1.5,2.6,14.5,18.4,121.0,117.0,20191030
39,D'Angelo Russell,Golden State Warriors,29:48,5,12,0.417,1,4,0.25,4,8,0.5,1,6,7,6,0,0,3,1,15,-28,29:48,0.483,0.458,0.333,0.667,4.1,19.7,12.8,34.6,0.0,0.0,16.2,25.8,95.0,118.0,20191030
40,Draymond Green,Golden State Warriors,23:45,2,8,0.25,0,2,0.0,0,2,0.0,0,5,5,4,1,0,1,2,4,-30,23:45,0.225,0.25,0.25,0.25,0.0,20.6,11.5,25.3,1.9,0.0,10.1,17.2,61.0,113.0,20191030
41,Stephen Curry,Golden State Warriors,21:09,3,11,0.273,1,7,0.143,2,2,1.0,0,5,5,6,1,2,4,2,9,-13,21:09,0.379,0.318,0.636,0.182,0.0,23.2,12.9,46.6,2.1,7.6,25.2,31.1,74.0,107.0,20191030
42,Omari Spellman,Golden State Warriors,22:23,0,5,0.0,0,1,0.0,4,4,1.0,3,4,7,0,1,0,3,2,4,-3,22:23,0.296,0.0,0.2,0.8,16.5,17.5,17.1,0.0,2.0,0.0,30.7,18.1,63.0,114.0,20191030
43,Jordan Poole,Golden State Warriors,21:05,2,8,0.25,2,5,0.4,3,3,1.0,0,4,4,2,0,0,1,2,9,9,21:05,0.483,0.375,0.625,0.375,0.0,18.6,10.3,14.5,0.0,0.0,9.7,20.3,97.0,118.0,20191030
44,Alec Burks,Golden State Warriors,17:49,3,6,0.5,1,3,0.333,0,0,0.0,0,1,1,2,0,0,1,1,7,-1,17:49,0.583,0.583,0.5,0.0,0.0,5.5,3.1,19.3,0.0,0.0,14.3,16.3,103.0,123.0,20191030
45,Willie Cauley-Stein,Golden State Warriors,12:19,5,5,1.0,0,0,0.0,2,2,1.0,2,3,5,1,0,1,0,3,12,-8,12:19,1.02,1.0,0.0,0.4,20.0,23.9,22.1,23.6,0.0,6.5,0.0,19.8,214.0,112.0,20191030
46,Ky Bowman,Golden State Warriors,12:00,2,4,0.5,1,1,1.0,5,5,1.0,0,1,1,1,3,0,1,2,10,17,12:00,0.806,0.625,0.25,1.25,0.0,8.2,4.5,14.3,11.4,0.0,13.9,24.9,144.0,95.0,20191030
47,Damion Lee,Golden State Warriors,11:06,1,4,0.25,1,3,0.333,0,0,0.0,0,3,3,1,0,0,2,2,3,-10,11:06,0.375,0.375,0.75,0.0,0.0,26.5,14.7,13.7,0.0,0.0,33.3,22.4,55.0,116.0,20191030
48,Marquese Chriss,Golden State Warriors,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191030
49,Team Totals,Golden State Warriors,240,36,82,0.439,8,28,0.286,30,36,0.833,7,36,43,24,8,6,18,22,110,0,240,0.562,0.488,0.341,0.439,17.9,73.5,48.9,66.7,7.6,10.0,15.5,100.0,104.2,114.6,20191030
50,Draymond Green,Golden State Warriors,34:26,2,7,0.286,2,4,0.5,0,0,0.0,1,7,8,7,1,0,1,3,6,-16,34:26,0.429,0.429,0.571,0.0,3.2,20.3,12.3,26.9,1.4,0.0,12.5,10.7,112.0,127.0,20191101
51,D'Angelo Russell,Golden State Warriors,33:02,9,24,0.375,3,11,0.273,9,10,0.9,0,3,3,8,0,1,1,1,30,-5,33:02,0.528,0.438,0.458,0.417,0.0,9.1,4.8,44.8,0.0,2.5,3.4,41.0,116.0,133.0,20191101
52,Jordan Poole,Golden State Warriors,28:37,7,13,0.538,4,7,0.571,2,2,1.0,0,0,0,1,0,0,1,3,20,-8,28:37,0.72,0.692,0.538,0.154,0.0,0.0,0.0,6.2,0.0,0.0,6.7,23.9,127.0,138.0,20191101
53,Glenn Robinson III,Golden State Warriors,26:40,2,2,1.0,0,0,0.0,0,0,0.0,2,2,4,1,0,0,0,2,4,1,26:40,1.0,1.0,0.0,0.0,8.4,7.5,7.9,5.1,0.0,0.0,0.0,3.5,215.0,135.0,20191101
54,Willie Cauley-Stein,Golden State Warriors,17:01,3,7,0.429,0,0,0.0,0,0,0.0,0,5,5,0,1,0,0,2,6,-4,17:01,0.429,0.429,0.0,0.0,0.0,29.4,15.5,0.0,2.9,0.0,0.0,18.9,83.0,120.0,20191101
55,Damion Lee,Golden State Warriors,25:15,6,9,0.667,2,2,1.0,2,3,0.667,0,4,4,2,1,0,2,1,16,-3,25:15,0.775,0.778,0.222,0.333,0.0,15.8,8.4,13.8,2.0,0.0,16.2,22.5,123.0,127.0,20191101
56,Eric Paschall,Golden State Warriors,20:04,2,3,0.667,0,1,0.0,2,2,1.0,1,1,2,1,1,0,2,3,6,-19,20:04,0.773,0.667,0.333,0.667,5.6,5.0,5.3,7.0,2.5,0.0,34.0,13.5,111.0,130.0,20191101
57,Marquese Chriss,Golden State Warriors,19:20,2,4,0.5,0,0,0.0,0,0,0.0,3,6,9,2,0,1,3,1,4,-2,19:20,0.5,0.5,0.0,0.0,17.3,31.0,24.6,14.6,0.0,4.3,42.9,16.7,89.0,123.0,20191101
58,Alec Burks,Golden State Warriors,15:35,5,9,0.556,2,2,1.0,2,2,1.0,0,1,1,0,0,0,0,3,14,-19,15:35,0.709,0.667,0.222,0.222,0.0,6.4,3.4,0.0,0.0,0.0,0.0,29.2,133.0,135.0,20191101
59,Ky Bowman,Golden State Warriors,14:58,1,6,0.167,0,1,0.0,0,0,0.0,0,1,1,2,0,0,1,2,2,-11,14:58,0.167,0.167,0.167,0.0,0.0,6.7,3.5,17.9,0.0,0.0,14.3,21.5,47.0,135.0,20191101
60,Omari Spellman,Golden State Warriors,5:02,0,0,0.0,0,0,0.0,2,2,1.0,0,2,2,1,0,0,0,1,2,6,5:02,1.136,0.0,0.0,0.0,0.0,39.7,21.0,24.5,0.0,0.0,0.0,8.1,246.0,122.0,20191101
61,Team Totals,Golden State Warriors,240,39,84,0.464,13,28,0.464,19,21,0.905,7,32,39,25,4,2,11,22,110,0,240,0.59,0.542,0.333,0.25,16.3,66.7,42.9,64.1,4.1,3.4,10.6,100.0,113.4,130.9,20191101
62,Ky Bowman,Golden State Warriors,38:42,6,11,0.545,2,6,0.333,2,2,1.0,1,6,7,4,2,0,2,3,16,-6,38:42,0.673,0.636,0.545,0.182,3.4,14.6,9.9,18.7,2.7,0.0,14.4,17.1,120.0,98.0,20191102
63,Glenn Robinson III,Golden State Warriors,36:22,6,12,0.5,4,7,0.571,0,0,0.0,3,6,9,3,2,0,2,2,16,6,36:22,0.667,0.667,0.583,0.0,10.7,15.5,13.5,15.2,2.9,0.0,14.3,18.3,117.0,98.0,20191102
64,Eric Paschall,Golden State Warriors,34:59,10,18,0.556,0,5,0.0,5,8,0.625,0,4,4,2,0,1,1,3,25,-14,34:59,0.581,0.556,0.278,0.444,0.0,10.8,6.2,13.5,0.0,2.5,4.4,30.7,111.0,105.0,20191102
65,Jordan Poole,Golden State Warriors,30:45,2,9,0.222,0,2,0.0,1,1,1.0,0,1,1,3,0,0,3,5,5,-6,30:45,0.265,0.222,0.222,0.111,0.0,3.1,1.8,15.2,0.0,0.0,24.1,19.3,53.0,109.0,20191102
66,Willie Cauley-Stein,Golden State Warriors,21:13,4,7,0.571,0,0,0.0,0,0,0.0,0,8,8,2,1,1,0,3,8,6,21:13,0.571,0.571,0.0,0.0,0.0,35.5,20.6,18.1,2.5,4.0,0.0,15.7,118.0,87.0,20191102
67,Damion Lee,Golden State Warriors,26:47,5,11,0.455,3,6,0.5,0,0,0.0,1,1,2,3,0,0,3,4,13,-5,26:47,0.591,0.591,0.545,0.0,4.8,3.5,4.1,21.5,0.0,0.0,21.4,24.9,94.0,109.0,20191102
68,Alec Burks,Golden State Warriors,24:47,0,3,0.0,0,0,0.0,0,0,0.0,0,4,4,3,0,1,1,0,0,-4,24:47,0.0,0.0,0.0,0.0,0.0,15.2,8.8,17.1,0.0,3.5,25.0,7.7,39.0,102.0,20191102
69,Omari Spellman,Golden State Warriors,18:54,1,4,0.25,0,2,0.0,2,2,1.0,0,4,4,1,0,1,3,1,4,2,18:54,0.41,0.25,0.5,0.5,0.0,19.9,11.5,8.1,0.0,4.5,38.1,19.9,57.0,99.0,20191102
70,Marquese Chriss,Golden State Warriors,7:31,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,1,3,1,0,-9,7:31,0.0,0.0,0.0,0.0,0.0,12.5,7.3,37.6,0.0,11.4,60.0,31.7,21.0,99.0,20191102
71,D'Angelo Russell,Golden State Warriors,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191102
72,Draymond Green,Golden State Warriors,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191102
73,Team Totals,Golden State Warriors,240,34,77,0.442,9,28,0.321,10,13,0.769,5,35,40,23,5,5,18,22,87,0,240,0.526,0.5,0.364,0.169,13.5,68.6,45.5,67.6,5.4,8.9,17.9,100.0,94.7,101.2,20191102
74,Eric Paschall,Golden State Warriors,39:32,11,19,0.579,4,6,0.667,8,8,1.0,3,10,13,0,0,1,1,2,34,11,39:32,0.755,0.684,0.316,0.421,10.1,22.1,17.3,0.0,0.0,1.9,4.3,25.5,149.0,117.0,20191104
75,Ky Bowman,Golden State Warriors,37:15,9,14,0.643,1,3,0.333,0,0,0.0,0,4,4,8,0,0,3,3,19,10,37:15,0.679,0.679,0.214,0.0,0.0,9.4,5.7,33.9,0.0,0.0,17.6,19.6,121.0,124.0,20191104
76,Glenn Robinson III,Golden State Warriors,30:46,2,5,0.4,0,0,0.0,1,2,0.5,1,5,6,3,0,0,0,0,5,1,30:46,0.425,0.4,0.0,0.4,4.3,14.2,10.3,12.0,0.0,0.0,0.0,8.2,117.0,122.0,20191104
77,Jordan Poole,Golden State Warriors,30:32,3,16,0.188,2,9,0.222,8,8,1.0,0,3,3,5,0,1,1,2,16,7,30:32,0.41,0.25,0.563,0.5,0.0,8.6,5.2,21.1,0.0,2.4,4.9,28.8,98.0,123.0,20191104
78,Willie Cauley-Stein,Golden State Warriors,15:30,4,5,0.8,0,0,0.0,2,2,1.0,1,2,3,2,2,0,1,3,10,7,15:30,0.85,0.8,0.0,0.4,8.6,11.3,10.2,20.9,6.2,0.0,14.5,19.1,152.0,109.0,20191104
79,Damion Lee,Golden State Warriors,29:10,4,8,0.5,0,1,0.0,10,11,0.909,0,4,4,3,2,0,2,1,18,2,29:10,0.701,0.5,0.125,1.375,0.0,12.0,7.2,13.9,3.3,0.0,13.5,21.8,133.0,115.0,20191104
80,Alec Burks,Golden State Warriors,27:58,4,12,0.333,1,4,0.25,4,5,0.8,0,4,4,2,0,0,2,3,13,6,27:58,0.458,0.375,0.333,0.417,0.0,12.5,7.5,9.8,0.0,0.0,12.3,24.9,89.0,123.0,20191104
81,Omari Spellman,Golden State Warriors,15:12,3,4,0.75,1,1,1.0,0,0,0.0,2,4,6,2,0,1,0,1,7,-4,15:12,0.875,0.875,0.25,0.0,17.5,23.0,20.8,19.4,0.0,4.9,0.0,11.3,187.0,115.0,20191104
82,Marquese Chriss,Golden State Warriors,14:05,2,3,0.667,1,2,0.5,0,0,0.0,1,3,4,3,0,1,0,2,5,5,14:05,0.833,0.833,0.667,0.0,9.5,18.6,15.0,29.1,0.0,5.2,0.0,9.1,184.0,116.0,20191104
83,D'Angelo Russell,Golden State Warriors,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191104
84,Draymond Green,Golden State Warriors,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191104
85,Team Totals,Golden State Warriors,240,42,86,0.488,10,26,0.385,33,36,0.917,8,39,47,28,4,4,10,17,127,0,240,0.624,0.547,0.302,0.419,22.2,70.9,51.6,66.7,4.0,6.2,8.9,100.0,128.0,118.9,20191104
86,Ky Bowman,Golden State Warriors,35:46,3,9,0.333,2,3,0.667,0,1,0.0,0,0,0,4,1,0,3,2,8,-10,35:46,0.424,0.444,0.333,0.111,0.0,0.0,0.0,15.8,1.3,0.0,24.1,14.1,78.0,131.0,20191106
87,Glenn Robinson III,Golden State Warriors,33:44,6,13,0.462,3,6,0.5,0,0,0.0,5,6,11,1,0,0,2,2,15,-28,33:44,0.577,0.577,0.462,0.0,12.9,18.6,15.5,4.8,0.0,0.0,13.3,18.0,114.0,129.0,20191106
88,Eric Paschall,Golden State Warriors,33:43,6,15,0.4,2,4,0.5,5,5,1.0,0,6,6,3,0,0,1,1,19,-11,33:43,0.552,0.467,0.267,0.333,0.0,18.6,8.5,14.5,0.0,0.0,5.5,21.9,119.0,129.0,20191106
89,Jordan Poole,Golden State Warriors,26:35,2,11,0.182,2,8,0.25,2,2,1.0,1,1,2,2,1,1,2,1,8,-14,26:35,0.337,0.273,0.727,0.182,3.3,3.9,3.6,10.5,1.8,3.5,14.4,21.2,75.0,127.0,20191106
90,Willie Cauley-Stein,Golden State Warriors,19:59,1,6,0.167,0,0,0.0,2,2,1.0,3,1,4,2,0,0,0,3,4,-18,19:59,0.291,0.167,0.0,0.333,13.1,5.2,9.5,13.5,0.0,0.0,0.0,14.0,102.0,132.0,20191106
91,Alec Burks,Golden State Warriors,31:24,10,18,0.556,3,8,0.375,5,6,0.833,0,8,8,3,2,0,2,2,28,2,31:24,0.678,0.639,0.444,0.333,0.0,26.6,12.1,20.2,3.0,0.0,8.8,29.3,129.0,120.0,20191106
92,Damion Lee,Golden State Warriors,27:52,3,14,0.214,1,4,0.25,6,8,0.75,1,5,6,3,0,0,0,0,13,-10,27:52,0.371,0.25,0.286,0.571,3.1,18.7,10.2,15.7,0.0,0.0,0.0,25.5,97.0,130.0,20191106
93,Omari Spellman,Golden State Warriors,18:15,6,6,1.0,0,0,0.0,1,2,0.5,4,3,7,3,2,0,0,0,13,0,18:15,0.945,1.0,0.0,0.333,19.1,17.2,18.2,35.5,5.2,0.0,0.0,15.3,199.0,118.0,20191106
94,Marquese Chriss,Golden State Warriors,12:42,1,4,0.25,0,0,0.0,2,2,1.0,2,5,7,1,1,0,0,1,4,4,12:42,0.41,0.25,0.0,0.5,13.7,41.1,26.2,11.0,3.7,0.0,0.0,15.6,119.0,115.0,20191106
95,D'Angelo Russell,Golden State Warriors,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191106
96,Jacob Evans,Golden State Warriors,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191106
97,Team Totals,Golden State Warriors,240,38,96,0.396,13,33,0.394,23,28,0.821,16,35,51,22,7,1,10,12,112,0,240,0.517,0.464,0.344,0.292,29.1,76.1,50.5,57.9,6.9,1.9,8.5,100.0,110.2,127.0,20191106
98,Glenn Robinson III,Golden State Warriors,41:43,3,7,0.429,0,0,0.0,0,0,0.0,3,4,7,2,2,0,2,4,6,-7,41:43,0.429,0.429,0.0,0.0,7.3,9.1,8.2,6.5,2.2,0.0,22.2,8.6,90.0,110.0,20191108
99,D'Angelo Russell,Golden State Warriors,40:05,19,37,0.514,7,17,0.412,7,8,0.875,0,9,9,5,3,2,3,0,52,-2,40:05,0.642,0.608,0.459,0.216,0.0,21.3,11.0,37.0,3.4,3.5,6.9,43.1,127.0,101.0,20191108
100,Eric Paschall,Golden State Warriors,33:56,3,10,0.3,0,1,0.0,6,6,1.0,0,1,1,1,0,0,3,6,12,-9,33:56,0.475,0.3,0.1,0.6,0.0,2.8,1.4,4.1,0.0,0.0,19.2,18.3,86.0,117.0,20191108
101,Jordan Poole,Golden State Warriors,25:08,3,10,0.3,1,6,0.167,2,2,1.0,0,1,1,0,2,1,2,1,9,-4,25:08,0.414,0.35,0.6,0.2,0.0,3.8,2.0,0.0,3.6,2.8,15.5,20.3,75.0,108.0,20191108
102,Willie Cauley-Stein,Golden State Warriors,24:51,2,5,0.4,0,0,0.0,0,0,0.0,2,6,8,0,1,3,2,2,4,-4,24:51,0.4,0.4,0.0,0.0,8.2,22.9,15.8,0.0,1.8,8.5,28.6,11.2,71.0,101.0,20191108
103,Alec Burks,Golden State Warriors,31:45,5,10,0.5,2,6,0.333,6,6,1.0,2,7,9,1,0,2,3,3,18,-2,31:45,0.712,0.6,0.6,0.6,6.4,20.9,13.9,4.8,0.0,4.5,19.2,19.5,124.0,108.0,20191108
