,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
35,Nickeil Alexander-Walker,New Orleans Pelicans,12:21,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,0,0,0,1,2,2,-3,12:21,0.25,0.25,0.5,0.0,0.0,9.3,4.5,0.0,0.0,0.0,20.0,15.7,41.0,118.0,20191026
36,Jahlil Okafor,New Orleans Pelicans,11:35,3,4,0.75,0,0,0.0,0,0,0.0,1,4,5,2,0,1,0,6,6,2,11:35,0.75,0.75,0.0,0.0,9.2,39.5,23.8,24.7,0.0,8.5,0.0,13.4,168.0,107.0,20191026
37,Nicolò Melli,New Orleans Pelicans,11:02,4,6,0.667,0,1,0.0,2,3,0.667,0,2,2,1,0,0,1,3,10,2,11:02,0.683,0.667,0.167,0.5,0.0,20.7,10.0,15.2,0.0,0.0,12.0,29.2,120.0,115.0,20191026
38,Jaxson Hayes,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191026
39,E'Twaun Moore,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191026
40,Zylan Cheatham,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191026
41,Team Totals,New Orleans Pelicans,240,46,100,0.46,18,50,0.36,13,16,0.813,9,33,42,27,9,2,17,30,123,0,240,0.575,0.55,0.5,0.16,20.0,78.6,48.3,58.7,8.0,4.1,13.7,100.0,109.3,111.9,20191026
42,Josh Hart,New Orleans Pelicans,31:13,4,9,0.444,2,5,0.4,2,2,1.0,1,3,4,1,1,1,2,3,12,-19,31:13,0.607,0.556,0.556,0.222,2.9,9.4,6.0,3.7,1.4,2.2,16.8,14.3,103.0,123.0,20191028
43,Lonzo Ball,New Orleans Pelicans,31:05,4,10,0.4,2,6,0.333,2,2,1.0,1,3,4,9,2,0,2,1,12,-2,31:05,0.551,0.5,0.6,0.2,2.9,9.5,6.1,33.2,2.8,0.0,15.5,15.6,120.0,122.0,20191028
44,Brandon Ingram,New Orleans Pelicans,31:04,10,23,0.435,4,9,0.444,3,5,0.6,3,7,10,6,2,1,2,2,27,-20,31:04,0.536,0.522,0.391,0.217,8.7,22.1,15.1,28.5,2.8,2.2,7.4,32.9,110.0,115.0,20191028
45,J.J. Redick,New Orleans Pelicans,25:06,1,10,0.1,1,9,0.111,2,3,0.667,1,0,1,3,0,1,2,0,5,-19,25:06,0.221,0.15,0.9,0.3,3.6,0.0,1.9,12.4,0.0,2.8,15.0,20.0,59.0,130.0,20191028
46,Jahlil Okafor,New Orleans Pelicans,12:18,3,4,0.75,0,0,0.0,0,0,0.0,1,4,5,1,1,1,4,3,6,-5,12:18,0.75,0.75,0.0,0.0,7.4,31.9,19.1,10.8,3.5,5.7,50.0,24.5,70.0,108.0,20191028
47,Kenrich Williams,New Orleans Pelicans,26:28,6,10,0.6,3,6,0.5,1,4,0.25,2,4,6,2,3,1,0,2,16,5,26:28,0.68,0.75,0.6,0.4,6.8,14.8,10.7,9.8,4.9,2.6,0.0,16.7,136.0,113.0,20191028
48,Nickeil Alexander-Walker,New Orleans Pelicans,23:45,6,11,0.545,2,4,0.5,1,2,0.5,0,4,4,9,1,0,1,2,15,6,23:45,0.631,0.636,0.364,0.182,0.0,16.5,7.9,50.7,1.8,0.0,7.8,20.4,135.0,121.0,20191028
49,Jaxson Hayes,New Orleans Pelicans,23:37,9,11,0.818,0,1,0.0,1,3,0.333,1,2,3,1,1,1,0,3,19,0,23:37,0.771,0.818,0.091,0.273,3.8,8.3,6.0,6.8,1.8,2.9,0.0,19.6,149.0,122.0,20191028
50,Frank Jackson,New Orleans Pelicans,23:19,4,11,0.364,1,5,0.2,0,0,0.0,0,2,2,3,2,1,2,3,9,5,23:19,0.409,0.409,0.455,0.0,0.0,8.4,4.0,15.5,3.7,3.0,15.4,21.0,78.0,118.0,20191028
51,Nicolò Melli,New Orleans Pelicans,12:04,1,4,0.25,0,2,0.0,0,1,0.0,1,1,2,1,0,0,0,1,2,-6,12:04,0.225,0.25,0.5,0.25,7.5,8.1,7.8,9.0,0.0,0.0,0.0,13.8,72.0,128.0,20191028
52,Jrue Holiday,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
53,Derrick Favors,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
54,E'Twaun Moore,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191028
55,Team Totals,New Orleans Pelicans,240,48,103,0.466,15,47,0.319,12,22,0.545,11,30,41,36,13,7,15,20,123,0,240,0.546,0.539,0.456,0.214,20.8,61.2,40.2,75.0,11.6,10.1,11.7,100.0,109.7,119.5,20191028
56,Brandon Ingram,New Orleans Pelicans,35:34,7,12,0.583,2,4,0.5,9,11,0.818,0,3,3,5,0,0,3,1,25,12,35:34,0.742,0.667,0.333,0.917,0.0,10.1,5.6,21.4,0.0,0.0,15.1,25.2,130.0,109.0,20191031
57,Jahlil Okafor,New Orleans Pelicans,33:50,8,13,0.615,0,0,0.0,10,13,0.769,0,5,5,1,2,1,3,3,26,19,33:50,0.694,0.615,0.0,1.0,0.0,17.7,9.9,4.8,2.8,2.3,13.8,29.0,117.0,100.0,20191031
58,Jrue Holiday,New Orleans Pelicans,31:51,7,17,0.412,5,9,0.556,0,0,0.0,0,5,5,7,2,0,2,2,19,5,31:51,0.559,0.559,0.529,0.0,0.0,18.8,10.5,34.6,2.9,0.0,10.5,27.0,106.0,102.0,20191031
59,Lonzo Ball,New Orleans Pelicans,31:39,4,7,0.571,1,2,0.5,0,0,0.0,0,3,3,8,1,1,3,2,9,17,31:39,0.643,0.643,0.286,0.0,0.0,11.4,6.3,34.7,1.5,2.4,30.0,14.3,114.0,104.0,20191031
60,Nicolò Melli,New Orleans Pelicans,18:31,2,5,0.4,1,4,0.25,2,2,1.0,0,4,4,2,1,1,1,1,7,10,18:31,0.595,0.5,0.8,0.4,0.0,25.9,14.4,14.5,2.5,4.1,14.5,16.8,109.0,98.0,20191031
61,Josh Hart,New Orleans Pelicans,26:52,1,3,0.333,1,3,0.333,0,0,0.0,1,4,5,1,0,0,1,2,3,2,26:52,0.5,0.5,1.0,0.0,5.6,17.9,12.4,4.6,0.0,0.0,25.0,6.7,95.0,108.0,20191031
62,Frank Jackson,New Orleans Pelicans,19:18,8,10,0.8,4,6,0.667,1,2,0.5,0,3,3,0,1,0,1,2,21,10,19:18,0.965,1.0,0.6,0.2,0.0,18.7,10.4,0.0,2.4,0.0,8.4,27.9,146.0,103.0,20191031
63,J.J. Redick,New Orleans Pelicans,17:15,2,2,1.0,1,1,1.0,2,2,1.0,0,2,2,2,0,1,0,0,7,-4,17:15,1.215,1.25,0.5,1.0,0.0,13.9,7.7,15.7,0.0,4.4,0.0,7.6,247.0,105.0,20191031
64,Nickeil Alexander-Walker,New Orleans Pelicans,12:20,0,5,0.0,0,3,0.0,0,0,0.0,1,4,5,3,0,0,0,2,0,5,12:20,0.0,0.0,0.6,0.0,12.2,38.9,27.0,28.5,0.0,0.0,0.0,18.3,56.0,106.0,20191031
65,Jaxson Hayes,New Orleans Pelicans,9:28,2,2,1.0,0,0,0.0,1,2,0.5,0,2,2,0,0,0,1,4,5,-4,9:28,0.868,1.0,0.0,1.0,0.0,25.4,14.1,0.0,0.0,0.0,25.8,18.5,108.0,107.0,20191031
66,Kenrich Williams,New Orleans Pelicans,3:22,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,2,0,3,3:22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,13.4,59.0,110.0,20191031
67,Derrick Favors,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191031
68,E'Twaun Moore,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191031
69,Team Totals,New Orleans Pelicans,240,41,77,0.532,15,33,0.455,25,32,0.781,2,35,37,30,7,4,15,21,122,0,240,0.67,0.63,0.429,0.416,6.3,87.5,51.4,73.2,6.8,6.3,14.1,100.0,118.7,104.1,20191031
70,Jrue Holiday,New Orleans Pelicans,34:51,6,15,0.4,2,5,0.4,2,2,1.0,0,3,3,6,1,0,2,4,16,-10,34:51,0.504,0.467,0.333,0.133,0.0,8.8,4.1,26.0,1.4,0.0,11.2,20.6,109.0,117.0,20191102
71,Lonzo Ball,New Orleans Pelicans,32:31,4,11,0.364,2,5,0.4,0,2,0.0,2,6,8,7,3,0,5,3,10,4,32:31,0.421,0.455,0.455,0.182,5.6,18.8,11.8,30.3,4.4,0.0,29.6,20.8,81.0,108.0,20191102
72,Jahlil Okafor,New Orleans Pelicans,29:12,7,14,0.5,0,0,0.0,1,3,0.333,6,6,12,3,0,2,4,5,15,2,29:12,0.49,0.5,0.0,0.214,18.6,21.0,19.7,17.3,0.0,6.2,20.7,26.5,95.0,112.0,20191102
73,Brandon Ingram,New Orleans Pelicans,13:10,3,5,0.6,0,0,0.0,1,4,0.25,1,3,4,1,0,1,1,0,7,4,13:10,0.518,0.6,0.0,0.8,6.9,23.3,14.6,12.5,0.0,6.9,12.9,23.6,97.0,111.0,20191102
74,Nicolò Melli,New Orleans Pelicans,10:25,1,2,0.5,0,1,0.0,2,2,1.0,0,2,2,0,0,0,1,1,4,-12,10:25,0.694,0.5,0.5,1.0,0.0,19.6,9.2,0.0,0.0,0.0,25.8,14.9,106.0,117.0,20191102
75,Josh Hart,New Orleans Pelicans,30:03,5,11,0.455,2,5,0.4,0,0,0.0,3,12,15,3,1,1,1,2,12,0,30:03,0.545,0.545,0.455,0.0,9.0,40.8,24.0,15.0,1.6,3.0,8.3,16.0,120.0,107.0,20191102
76,J.J. Redick,New Orleans Pelicans,26:52,6,12,0.5,4,9,0.444,1,2,0.5,0,3,3,1,1,0,0,0,17,-17,26:52,0.66,0.667,0.75,0.167,0.0,11.4,5.4,6.1,1.8,0.0,0.0,19.2,138.0,115.0,20191102
77,Frank Jackson,New Orleans Pelicans,22:06,4,11,0.364,0,3,0.0,4,5,0.8,0,0,0,1,0,0,1,1,12,-16,22:06,0.455,0.364,0.273,0.455,0.0,0.0,0.0,6.9,0.0,0.0,7.0,25.8,97.0,122.0,20191102
78,Kenrich Williams,New Orleans Pelicans,19:06,1,3,0.333,1,3,0.333,0,0,0.0,1,2,3,0,0,1,1,2,3,0,19:06,0.5,0.5,1.0,0.0,4.7,10.7,7.5,0.0,0.0,4.7,25.0,8.4,84.0,116.0,20191102
79,Jaxson Hayes,New Orleans Pelicans,13:49,2,5,0.4,0,0,0.0,0,0,0.0,4,1,5,3,1,0,0,5,4,-4,13:49,0.4,0.4,0.0,0.0,26.2,7.4,17.4,31.5,3.4,0.0,0.0,14.5,132.0,112.0,20191102
80,Nickeil Alexander-Walker,New Orleans Pelicans,7:55,1,5,0.2,0,1,0.0,2,2,1.0,0,1,1,0,0,0,0,2,4,-6,7:55,0.34,0.2,0.2,0.4,0.0,12.9,6.1,0.0,0.0,0.0,0.0,29.8,84.0,119.0,20191102
81,Derrick Favors,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191102
82,E'Twaun Moore,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191102
83,Team Totals,New Orleans Pelicans,240,40,94,0.426,11,32,0.344,13,22,0.591,17,39,56,25,7,5,16,25,104,0,240,0.502,0.484,0.34,0.234,32.1,83.0,56.0,62.5,6.9,9.4,13.4,100.0,102.7,113.6,20191102
84,Brandon Ingram,New Orleans Pelicans,37:02,17,24,0.708,1,3,0.333,5,5,1.0,0,5,5,5,2,0,4,5,40,-10,37:02,0.763,0.729,0.125,0.208,0.0,15.8,7.7,25.0,2.3,0.0,13.2,30.8,138.0,121.0,20191104
85,Jrue Holiday,New Orleans Pelicans,34:00,7,17,0.412,1,4,0.25,0,0,0.0,1,6,7,3,4,2,2,4,15,-19,34:00,0.441,0.441,0.235,0.0,3.3,20.7,11.8,11.1,5.0,5.5,10.5,21.1,93.0,111.0,20191104
86,Josh Hart,New Orleans Pelicans,30:49,6,13,0.462,2,7,0.286,0,0,0.0,1,6,7,1,4,0,3,3,14,-1,30:49,0.538,0.538,0.538,0.0,3.6,22.8,13.0,4.0,5.5,0.0,18.8,19.6,94.0,112.0,20191104
87,Jahlil Okafor,New Orleans Pelicans,21:27,1,3,0.333,0,0,0.0,2,3,0.667,2,2,4,1,0,1,1,3,4,-14,21:27,0.463,0.333,0.0,1.0,10.4,10.9,10.7,4.9,0.0,4.4,18.8,9.4,105.0,125.0,20191104
88,Lonzo Ball,New Orleans Pelicans,20:52,6,10,0.6,3,7,0.429,0,0,0.0,1,1,2,3,0,0,2,1,15,-16,20:52,0.75,0.75,0.7,0.0,5.3,5.6,5.5,20.2,0.0,0.0,16.7,21.7,134.0,129.0,20191104
89,Frank Jackson,New Orleans Pelicans,24:39,4,9,0.444,1,2,0.5,3,3,1.0,0,0,0,2,2,0,5,2,12,4,24:39,0.581,0.5,0.222,0.333,0.0,0.0,0.0,9.7,3.4,0.0,32.6,23.4,85.0,122.0,20191104
90,J.J. Redick,New Orleans Pelicans,21:04,4,9,0.444,3,4,0.75,1,2,0.5,0,1,1,0,1,1,0,1,12,-1,21:04,0.607,0.611,0.444,0.222,0.0,5.6,2.7,0.0,2.0,4.5,0.0,17.7,127.0,122.0,20191104
91,Jaxson Hayes,New Orleans Pelicans,16:26,0,3,0.0,0,1,0.0,3,3,1.0,3,2,5,1,2,0,2,6,3,12,16:26,0.347,0.0,0.333,1.0,20.4,14.2,17.4,6.1,5.1,0.0,31.6,14.5,85.0,114.0,20191104
92,E'Twaun Moore,New Orleans Pelicans,14:53,2,4,0.5,1,2,0.5,2,3,0.667,0,1,1,1,0,0,0,1,7,8,14:53,0.658,0.625,0.5,0.75,0.0,7.9,3.8,7.8,0.0,0.0,0.0,13.5,145.0,128.0,20191104
93,Derrick Favors,New Orleans Pelicans,8:14,0,1,0.0,0,0,0.0,0,2,0.0,1,3,4,1,0,0,2,0,0,-5,8:14,0.0,0.0,0.0,2.0,13.6,42.7,27.8,12.1,0.0,0.0,51.5,17.8,32.0,121.0,20191104
94,Kenrich Williams,New Orleans Pelicans,6:17,1,2,0.5,1,1,1.0,0,0,0.0,1,2,3,0,1,1,0,0,3,-7,6:17,0.75,0.75,0.5,0.0,17.8,37.3,27.3,0.0,6.7,15.0,0.0,12.0,165.0,99.0,20191104
95,Nickeil Alexander-Walker,New Orleans Pelicans,4:17,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,4:17,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,130.0,20191104
96,Nicolò Melli,New Orleans Pelicans,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191104
97,Team Totals,New Orleans Pelicans,240,48,97,0.495,13,32,0.406,16,21,0.762,10,29,39,18,16,5,21,26,125,0,240,0.588,0.562,0.33,0.216,23.3,70.7,46.4,37.5,14.1,9.8,16.5,100.0,110.2,119.0,20191104
98,Brandon Ingram,New Orleans Pelicans,31:20,10,25,0.4,3,10,0.3,4,4,1.0,2,5,7,1,1,1,3,5,27,-25,31:20,0.504,0.46,0.4,0.16,5.4,15.6,10.1,6.2,1.4,3.1,10.1,36.1,97.0,112.0,20191108
99,Jrue Holiday,New Orleans Pelicans,30:29,6,13,0.462,1,4,0.25,3,5,0.6,1,5,6,6,3,0,2,0,16,-15,30:29,0.526,0.5,0.308,0.385,2.8,16.1,8.9,30.9,4.3,0.0,11.6,21.5,109.0,106.0,20191108
100,Lonzo Ball,New Orleans Pelicans,22:31,2,8,0.25,1,5,0.2,0,0,0.0,1,3,4,2,2,0,4,0,5,-9,22:31,0.313,0.313,0.625,0.0,3.7,13.1,8.0,11.9,3.9,0.0,33.3,20.3,53.0,108.0,20191108
101,Jahlil Okafor,New Orleans Pelicans,14:40,3,3,1.0,0,0,0.0,0,0,0.0,0,3,3,2,0,3,2,1,6,-13,14:40,1.0,1.0,0.0,0.0,0.0,20.0,9.3,21.7,0.0,19.6,40.0,13.0,113.0,103.0,20191108
